,norm_intensity,norm_intensity_error,norm_intensity_nocomplex,norm_intensity_nocomplex_error,offset(hz),slp(hz),trelax(s)
0,0.7116590122141566,0.0,0.7116590569113129,0.0,-1500.0,10.0,0.2
1,0.7116567555091332,0.0,0.7116567725741721,0.0,-1484.924623115578,10.0,0.2
2,0.7116544148245697,0.0,0.7116544171173007,0.0,-1469.8492462311558,10.0,0.2
3,0.7116519862218625,0.0,0.7116519875570738,0.0,-1454.7738693467334,10.0,0.2
4,0.7116494656721017,0.0,0.7116494807518658,0.0,-1439.6984924623116,10.0,0.2
5,0.7116468490547618,0.0,0.7116468933914295,0.0,-1424.6231155778894,10.0,0.2
6,0.7116441321564362,0.0,0.7116442219865718,0.0,-1409.5477386934676,10.0,0.2
7,0.7116413106676726,0.0,0.7116414628572569,0.0,-1394.4723618090452,10.0,0.2
8,0.7116383801783085,0.0,0.7116386121196019,0.0,-1379.396984924623,10.0,0.2
9,0.7116353361720257,0.0,0.7116356656725591,0.0,-1364.321608040201,10.0,0.2
10,0.7116321740188232,0.0,0.7116326191830529,0.0,-1349.2462311557786,10.0,0.2
11,0.7116288889658663,0.0,0.7116294680700967,0.0,-1334.1708542713568,10.0,0.2
12,0.7116254761262037,0.0,0.7116262074874428,0.0,-1319.0954773869346,10.0,0.2
13,0.7116219304656144,0.0,0.7116228323050982,0.0,-1304.0201005025128,10.0,0.2
14,0.7116182467869082,0.0,0.7116193370890809,0.0,-1288.9447236180904,10.0,0.2
15,0.7116144197119035,0.0,0.7116157160797011,0.0,-1273.8693467336684,10.0,0.2
16,0.7116104436601942,0.0,0.7116119631675306,0.0,-1258.7939698492462,10.0,0.2
17,0.7116063128255551,0.0,0.7116080718679555,0.0,-1243.718592964824,10.0,0.2
18,0.7116020211489709,0.0,0.7116040352933423,0.0,-1228.643216080402,10.0,0.2
19,0.7115975622872301,0.0,0.7115998461217938,0.0,-1213.56783919598,10.0,0.2
20,0.7115929295795892,0.0,0.7115954965650372,0.0,-1198.4924623115578,10.0,0.2
21,0.711588116008397,0.0,0.711590978331357,0.0,-1183.4170854271356,10.0,0.2
22,0.7115831141568455,0.0,0.7115862825867637,0.0,-1168.3417085427136,10.0,0.2
23,0.7115779161606948,0.0,0.7115813999112581,0.0,-1153.2663316582914,10.0,0.2
24,0.7115725136561833,0.0,0.7115763202524175,0.0,-1138.1909547738694,10.0,0.2
25,0.7115668977208476,0.0,0.7115710328730247,0.0,-1123.1155778894472,10.0,0.2
26,0.7115610588091807,0.0,0.7115655262946762,0.0,-1108.0402010050252,10.0,0.2
27,0.7115549866814275,0.0,0.7115597882356501,0.0,-1092.964824120603,10.0,0.2
28,0.7115486703248326,0.0,0.711553805542345,0.0,-1077.8894472361808,10.0,0.2
29,0.7115420978674656,0.0,0.7115475641143884,0.0,-1062.8140703517588,10.0,0.2
30,0.7115352564823075,0.0,0.7115410488210813,0.0,-1047.7386934673366,10.0,0.2
31,0.7115281322829584,0.0,0.7115342434105048,0.0,-1032.6633165829146,10.0,0.2
32,0.711520710207611,0.0,0.7115271304079073,0.0,-1017.5879396984925,10.0,0.2
33,0.7115129738921115,0.0,0.7115196910041515,0.0,-1002.5125628140704,10.0,0.2
34,0.71150490552921,0.0,0.7115119049312858,0.0,-987.4371859296482,10.0,0.2
35,0.7114964857138296,0.0,0.7115037503250347,0.0,-972.3618090452261,10.0,0.2
36,0.7114876932717639,0.0,0.7114952035715645,0.0,-957.286432160804,10.0,0.2
37,0.7114785050703238,0.0,0.7114862391370127,0.0,-942.2110552763819,10.0,0.2
38,0.7114688958084593,0.0,0.7114768293772621,0.0,-927.1356783919599,10.0,0.2
39,0.71145883778399,0.0,0.7114669443255515,0.0,-912.0603015075377,10.0,0.2
40,0.7114483006342542,0.0,0.7114565514542058,0.0,-896.9849246231156,10.0,0.2
41,0.7114372510481654,0.0,0.7114456154084384,0.0,-881.9095477386935,10.0,0.2
42,0.7114256524433973,0.0,0.7114340977059307,0.0,-866.8341708542713,10.0,0.2
43,0.7114134646064924,0.0,0.7114219563999745,0.0,-851.7587939698492,10.0,0.2
44,0.7114006432883955,0.0,0.7114091456986789,0.0,-836.6834170854271,10.0,0.2
45,0.7113871397496683,0.0,0.7113956155345222,0.0,-821.6080402010051,10.0,0.2
46,0.7113729002485911,0.0,0.7113813110774926,0.0,-806.5326633165828,10.0,0.2
47,0.7113578654614519,0.0,0.711366172181183,0.0,-791.4572864321608,10.0,0.2
48,0.7113419698264611,0.0,0.7113501327533819,0.0,-776.3819095477387,10.0,0.2
49,0.7113251407976334,0.0,0.711333120037624,0.0,-761.3065326633166,10.0,0.2
50,0.711307297994632,0.0,0.7113150537918846,0.0,-746.2311557788945,10.0,0.2
51,0.7112883522302782,0.0,0.711295845346347,0.0,-731.1557788944723,10.0,0.2
52,0.7112682043957166,0.0,0.7112753965205313,0.0,-716.0804020100503,10.0,0.2
53,0.7112467441779928,0.0,0.711253598374924,0.0,-701.005025125628,10.0,0.2
54,0.7112238485794294,0.0,0.7112303297669571,0.0,-685.929648241206,10.0,0.2
55,0.7111993802035925,0.0,0.7112054556767348,0.0,-670.8542713567839,10.0,0.2
56,0.7111731852632674,0.0,0.71117882525865,0.0,-655.7788944723618,10.0,0.2
57,0.711145091257465,0.0,0.7111502695668279,0.0,-640.7035175879397,10.0,0.2
58,0.711114904252045,0.0,0.7111195988901223,0.0,-625.6281407035176,10.0,0.2
59,0.7110824056864805,0.0,0.71108659962058,0.0,-610.5527638190955,10.0,0.2
60,0.7110473486045539,0.0,0.7110510305549187,0.0,-595.4773869346733,10.0,0.2
61,0.711009453192521,0.0,0.7110126185147192,0.0,-580.4020100502512,10.0,0.2
62,0.7109684014696968,0.0,0.7109710531329905,0.0,-565.3266331658291,10.0,0.2
63,0.7109238309467728,0.0,0.7109259806258217,0.0,-550.251256281407,10.0,0.2
64,0.710875327010625,0.0,0.7108769963121309,0.0,-535.1758793969849,10.0,0.2
65,0.7108224137404033,0.0,0.7108236355917091,0.0,-520.1005025125628,10.0,0.2
66,0.7107645427689331,0.0,0.7107653630024351,0.0,-505.0251256281407,10.0,0.2
67,0.7107010797042019,0.0,0.7107015588801952,0.0,-489.94974874371866,10.0,0.2
68,0.7106312874781011,0.0,0.7106315029999459,0.0,-474.8743718592964,10.0,0.2
69,0.7105543058048182,0.0,0.7105543543949046,0.0,-459.7989949748744,10.0,0.2
70,0.7104691256742567,0.0,0.710469126298281,0.0,-444.7236180904522,10.0,0.2
71,0.7103745574649857,0.0,0.7103746548170887,0.0,-429.6482412060302,10.0,0.2
72,0.7102691907876576,0.0,0.7102695594821627,0.0,-414.572864321608,10.0,0.2
73,0.7101513435204196,0.0,0.7101521931803244,0.0,-399.49748743718607,10.0,0.2
74,0.7100189965873408,0.0,0.710020578079709,0.0,-384.42211055276385,10.0,0.2
75,0.7098697097432142,0.0,0.7098723228934826,0.0,-369.3467336683416,10.0,0.2
76,0.7097005117870847,0.0,0.7097045150172482,0.0,-354.2713567839196,10.0,0.2
77,0.7095077559518352,0.0,0.7095135784451362,0.0,-339.1959798994974,10.0,0.2
78,0.7092869272828961,0.0,0.709295084500474,0.0,-324.1206030150754,10.0,0.2
79,0.7090323829366717,0.0,0.709043496630853,0.0,-309.0452261306532,10.0,0.2
80,0.708736997383299,0.0,0.7087518217161769,0.0,-293.9698492462312,10.0,0.2
81,0.7083916706535949,0.0,0.7084111267145139,0.0,-278.894472361809,10.0,0.2
82,0.7079846358863668,0.0,0.7080098579303712,0.0,-263.819095477387,10.0,0.2
83,0.707500467112345,0.0,0.7075328654143065,0.0,-248.7437185929648,10.0,0.2
84,0.7069186297775476,0.0,0.7069599774496267,0.0,-233.66834170854258,10.0,0.2
85,0.706211317242006,0.0,0.7062638722711668,0.0,-218.59296482412063,10.0,0.2
86,0.7053401427701858,0.0,0.7054068229086247,0.0,-203.5175879396984,10.0,0.2
87,0.7042509422531701,0.0,0.7043355810587248,0.0,-188.4422110552764,10.0,0.2
88,0.7028653526641351,0.0,0.70297308330718,0.0,-173.3668341708542,10.0,0.2
89,0.7010666747277283,0.0,0.7012045205404442,0.0,-158.2914572864322,10.0,0.2
90,0.6986751495785882,0.0,0.6988529590789828,0.0,-143.21608040201,10.0,0.2
91,0.6954026054457191,0.0,0.6956345787912687,0.0,-128.140703517588,10.0,0.2
92,0.6907644214071125,0.0,0.6910716801460366,0.0,-113.0653266331658,10.0,0.2
93,0.683896671790116,0.0,0.6843116939126185,0.0,-97.98994974874358,10.0,0.2
94,0.6731438676353773,0.0,0.6737181333180264,0.0,-82.9145728643216,10.0,0.2
95,0.6550317386919888,0.0,0.6558474703332399,0.0,-67.83919597989939,10.0,0.2
