Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
-100.0,150.0,11.2056215388,0.401390736461,15.247807287734975,0.5797866193325556,11.16553981777387,15.189911468475014,0.04008172102612839,0.057895819259961456
-150.0,150.0,8.8858592666,0.429922176719,15.661014929503697,0.8598443534380003,8.738121764504092,15.365539925311879,0.14773750209590908,0.29547500419181816
-30.0,150.0,14.8188736012,0.401195990827,15.32720040110015,0.41724383046008007,14.50526462858385,15.001047069579354,0.31360897261614973,0.3261533315207963
-60.0,150.0,13.5415332008,0.49154937602,15.370465936336592,0.5701972761832,13.287866447834011,15.076212502896045,0.25366675296598906,0.2942534334405469
0.0,150.0,15.1580993498,0.442306395125,15.1580993498,0.442306395125,14.932342943895101,14.932342943895101,0.22575640590489954,0.22575640590489954
450.0,150.0,3.30386511648,0.298112047904,14.042318731533229,2.98112047904,3.3424491741940003,14.428159308673237,-0.03858405771400042,-0.38584057714000863
500.0,150.0,3.26628525913,0.311910829536,16.106081430615458,3.777586713269333,3.1258362921422362,14.40508838598588,0.14044896698776377,1.700993044629577
350.0,150.0,4.06236386755,0.366974981014,14.688069748531218,2.364949877645778,4.030862362413265,14.485060048761143,0.03150150513673555,0.20300969977007455
400.0,150.0,3.68989158187,0.388844735773,14.919672759994032,3.1539628568254443,3.632561457528333,14.454661751444956,0.057330124341667066,0.4650110085490766
250.0,150.0,5.31618828037,0.399148295689,14.220312382241364,1.5078935614917774,5.406513113417504,14.561539529309716,-0.0903248330475046,-0.3412271470683521
300.0,150.0,4.61826551169,0.308559329112,14.648513143664767,1.5427966455599997,4.592623446258598,14.520302816507757,0.025642065431402017,0.12821032715701008
150.0,150.0,8.43074917438,0.45511632398,14.750794745063697,0.9102326479600003,8.39015773378166,14.669611863867015,0.040591440598340967,0.08118288119668193
200.0,150.0,6.25642603528,0.307040825349,13.626599246984341,0.852891181525,6.610571612924291,14.610336962662927,-0.35414557764429144,-0.9837377156785863
-250.0,150.0,5.86323030389,0.336053906486,16.28691558220581,1.269536980058222,5.7580185256484935,15.889448864404564,0.10521177824150652,0.3974667178012474
-200.0,150.0,7.27768101403,0.337977257793,16.46341863240101,0.9388257160916665,6.964129739391184,15.59244286951541,0.31355127463881605,0.8709757628855996
-350.0,150.0,4.37808563683,0.232795518485,16.72272115055788,1.5002377857922222,4.393642887710517,16.822978989565662,-0.015557250880517515,-0.10025783900778151
-300.0,150.0,4.82617826909,0.312440646213,15.688076930664765,1.5622032310649998,4.945568401466766,16.2850275925486,-0.11939013237676654,-0.5969506618838363
-450.0,150.0,3.71227644645,0.527108233724,18.126432031233236,5.271082337239999,3.7599300498859742,18.602968065592975,-0.047653603435974023,-0.47653603435973935
-400.0,150.0,3.99945543746,0.429925323582,17.430579588668476,3.4871720690539996,4.0160340291326175,17.565050387790823,-0.01657859167261755,-0.13447079912234727
30.0,150.0,14.2739650398,0.440471299865,14.76049549724415,0.4580901518596,14.377611051042784,14.868287348936645,-0.10364601124278394,-0.10779185169249494
-500.0,150.0,3.39177409282,0.251476941586,17.625890638638797,3.0456651814304436,3.592145305399043,20.052608657651643,-0.2003712125790429,-2.4267180190128457
100.0,150.0,10.7067397066,0.320592770539,14.527200196779422,0.46307844633411116,10.855030723710154,14.7413983326052,-0.1482910171101537,-0.21419813582577873
60.0,150.0,12.9259601026,0.446313470538,14.656401142424592,0.51772362582408,13.057991813730512,14.809557927335986,-0.13203171113051226,-0.15315678491139373
0.0,200.0,15.2783073328,0.452294906758,15.2783073328,0.452294906758,14.905742249764918,14.905742249764918,0.3725650830350826,0.3725650830350826
-30.0,200.0,15.2721942895,0.472876565511,15.568327829930585,0.4835162882349975,14.68736437495773,14.970339242311113,0.5848299145422704,0.5979885876194722
-60.0,200.0,14.1767768674,0.42578418496,15.26272346113333,0.4641047616063999,13.97292346081236,15.040523247952803,0.20385340658763873,0.22220021318052652
250.0,200.0,6.68288432939,0.40780031688,13.826916713286396,1.044988312005,6.967475103133461,14.556180571004012,-0.284590773743461,-0.7292638577176156
300.0,200.0,5.72864501227,0.3151475496,13.869013181560808,1.0242295362,5.927650809303513,14.515782021919724,-0.19900579703351262,-0.6467688403589165
350.0,200.0,5.11785719865,0.300183425732,14.327265083195684,1.2194951670362497,5.1557618389641435,14.48125268447189,-0.0379046403141432,-0.15398760127620648
400.0,200.0,4.63645994128,0.476633763594,14.739485291614768,2.3831688179699997,4.578846642661757,14.451418798523553,0.057613298618242936,0.2880664930912147
60.0,200.0,13.6533141063,0.420932989397,14.692149051534331,0.45881695844272996,13.745622692896683,14.792765410924716,-0.09230858659668328,-0.1006163593903846
100.0,200.0,12.1844010685,0.413741567927,14.70282543470092,0.5171769599087499,12.205293684122262,14.728941204228748,-0.02089261562226241,-0.026115769527828903
150.0,200.0,9.93220077922,0.365719464946,14.331792940452075,0.5714366639781249,10.142833033737826,14.660905838136179,-0.21063225451782586,-0.32911289768410334
200.0,200.0,8.11756776751,0.427587172203,14.124431931323695,0.8551743444060003,8.357331471319945,14.603959338943586,-0.23976370380994538,-0.47952740761989077
500.0,200.0,3.9130491708,0.344970458918,15.17770896519808,2.5010358271555,3.806146908345022,14.402667562399488,0.10690226245497803,0.7750414027985926
600.0,200.0,3.30346798852,0.305724312656,14.038347451933234,3.0572431265599986,3.33610643122597,14.364731878992934,-0.03263844270597005,-0.3263844270597005
-500.0,200.0,4.32478475427,0.420108644743,18.162791945355586,3.0457876743867502,4.413502919054147,18.80599864004064,-0.0887181647841464,-0.6432066946850554
