Folder,Offset,SLP,Dly,Int,Int_err,nInt,nInt_err
1400,0,100,0.0,1.0,0.00918054922759,1.0,0.00918054922759
1400,0,100,0.025,0.7992,0.00918054922759,0.7992,0.0114871737082
1400,0,100,0.05,0.6702,0.00918054922759,0.6702,0.0136982232581
1400,0,100,0.075,0.55,0.00918054922759,0.55,0.0166919076865
1400,0,100,0.1,0.4677,0.00918054922759,0.4677,0.0196291409613
1400,0,100,0.125,0.3883,0.00918054922759,0.3883,0.0236429287345
1400,0,100,0.15,0.3313,0.00918054922759,0.3313,0.0277106828481
1401,0,150,0.0,1.0,0.00942218834096,1.0,0.00942218834096
1401,0,150,0.025,0.794,0.00942218834096,0.794,0.0118667359458
1401,0,150,0.05,0.6701,0.00942218834096,0.6701,0.0140608690359
1401,0,150,0.075,0.5558,0.00942218834096,0.5558,0.0169524799226
1401,0,150,0.1,0.4669,0.00942218834096,0.4669,0.0201803134311
1401,0,150,0.125,0.3769,0.00942218834096,0.3769,0.0249991730989
1401,0,150,0.15,0.3266,0.00942218834096,0.3266,0.0288493213134
1402,0,200,0.0,1.0,0.00947192842447,1.0,0.00947192842447
1402,0,200,0.025,0.8087,0.00947192842447,0.8087,0.011712536694
1402,0,200,0.05,0.677,0.00947192842447,0.677,0.0139910316462
1402,0,200,0.075,0.5618,0.00947192842447,0.5618,0.0168599651557
1402,0,200,0.1,0.4633,0.00947192842447,0.4633,0.0204444818141
1402,0,200,0.125,0.3924,0.00947192842447,0.3924,0.0241384516424
1402,0,200,0.15,0.3287,0.00947192842447,0.3287,0.0288163322923
1403,0,250,0.0,1.0,0.00905022129505,1.0,0.00905022129505
1403,0,250,0.025,0.8172,0.00905022129505,0.8172,0.0110746711883
1403,0,250,0.05,0.6849,0.00905022129505,0.6849,0.0132139309316
1403,0,250,0.075,0.566,0.00905022129505,0.566,0.0159897902739
1403,0,250,0.1,0.4718,0.00905022129505,0.4718,0.0191823257631
1403,0,250,0.125,0.3937,0.00905022129505,0.3937,0.0229876080647
1403,0,250,0.15,0.3245,0.00905022129505,0.3245,0.0278897420495
1404,0,300,0.0,1.0,0.00867696699248,1.0,0.00867696699248
1404,0,300,0.025,0.8081,0.00867696699248,0.8081,0.0107374916378
1404,0,300,0.05,0.6661,0.00867696699248,0.6661,0.0130265230333
1404,0,300,0.075,0.5711,0.00867696699248,0.5711,0.0151934284582
1404,0,300,0.1,0.4641,0.00867696699248,0.4641,0.018696330516
1404,0,300,0.125,0.3947,0.00867696699248,0.3947,0.0219837015264
1404,0,300,0.15,0.3321,0.00867696699248,0.3321,0.0261275729975
1405,0,400,0.0,1.0,0.00824101042206,1.0,0.00824101042206
1405,0,400,0.025,0.8203,0.00824101042206,0.8203,0.0100463372206
1405,0,400,0.05,0.6842,0.00824101042206,0.6842,0.0120447389975
1405,0,400,0.075,0.5634,0.00824101042206,0.5634,0.0146272815443
1405,0,400,0.1,0.4766,0.00824101042206,0.4766,0.0172912514101
1405,0,400,0.125,0.3929,0.00824101042206,0.3929,0.0209748292748
1405,0,400,0.15,0.3413,0.00824101042206,0.3413,0.0241459432231
1406,0,500,0.0,1.0,0.0107205723105,1.0,0.0107205723105
1406,0,500,0.025,0.8089,0.0107205723105,0.8089,0.013253272729
1406,0,500,0.05,0.6771,0.0107205723105,0.6771,0.0158330709061
1406,0,500,0.075,0.5588,0.0107205723105,0.5588,0.0191849898184
1406,0,500,0.1,0.4669,0.0107205723105,0.4669,0.0229611743639
1406,0,500,0.125,0.3905,0.0107205723105,0.3905,0.027453450219
1406,0,500,0.15,0.3267,0.0107205723105,0.3267,0.0328147300597
1407,0,600,0.0,1.0,0.00885807785058,1.0,0.00885807785058
1407,0,600,0.025,0.8133,0.00885807785058,0.8133,0.0108915256985
1407,0,600,0.05,0.6766,0.00885807785058,0.6766,0.0130920453009
1407,0,600,0.075,0.5685,0.00885807785058,0.5685,0.0155814913818
1407,0,600,0.1,0.4702,0.00885807785058,0.4702,0.0188389575725
1407,0,600,0.125,0.3914,0.00885807785058,0.3914,0.0226317778502
1407,0,600,0.15,0.3318,0.00885807785058,0.3318,0.0266970399354
1408,0,700,0.0,1.0,0.00904727540211,1.0,0.00904727540211
1408,0,700,0.025,0.8052,0.00904727540211,0.8052,0.0112360598635
1408,0,700,0.05,0.6803,0.00904727540211,0.6803,0.0132989495842
1408,0,700,0.075,0.5576,0.00904727540211,0.5576,0.0162253863022
1408,0,700,0.1,0.4666,0.00904727540211,0.4666,0.0193897886886
1408,0,700,0.125,0.3922,0.00904727540211,0.3922,0.0230680147938
1408,0,700,0.15,0.3262,0.00904727540211,0.3262,0.027735362974
1409,0,900,0.0,1.0,0.00926666279356,1.0,0.00926666279356
1409,0,900,0.025,0.8094,0.00926666279356,0.8094,0.0114488050328
1409,0,900,0.05,0.676,0.00926666279356,0.676,0.0137080810556
1409,0,900,0.075,0.5724,0.00926666279356,0.5724,0.0161891383535
1409,0,900,0.1,0.4691,0.00926666279356,0.4691,0.0197541308752
1409,0,900,0.125,0.3901,0.00926666279356,0.3901,0.023754582911
1409,0,900,0.15,0.3324,0.00926666279356,0.3324,0.027878046912
1410,0,1000,0.0,1.0,0.00864136254476,1.0,0.00864136254476
1410,0,1000,0.025,0.8043,0.00864136254476,0.8043,0.0107439544259
1410,0,1000,0.05,0.6817,0.00864136254476,0.6817,0.0126761956062
1410,0,1000,0.075,0.5572,0.00864136254476,0.5572,0.0155085472806
1410,0,1000,0.1,0.4711,0.00864136254476,0.4711,0.0183429474523
1410,0,1000,0.125,0.3947,0.00864136254476,0.3947,0.0218934951729
