param,fitval,fiterror
pB,0.00050,0.00000
pC,0.00000,0.00000
dwB,2.86837,0.81510
dwC,0.00000,0.00000
kexAB,320.01817,416.25682
kexAC,0.00000,0.00000
kexBC,-0.00000,0.00000
R1,1.25269,0.01321
R2,6.06809,0.45101
rchi2,67.27085,0.0
