param,fitval,fiterror
pB,0.00050,0.00000
pC,0.00000,0.00000
dwB,2.80397,0.37983
dwC,-0.00000,0.00000
kexAB,320.01817,416.25682
kexAC,0.00000,0.00000
kexBC,-0.00000,0.00000
R1,3.37051,0.00672
R2,19.25433,0.30950
rchi2,67.27085,0.0
