param,fitval,fiterror
pB,0.01000,0.00000
pC,-0.00000,0.00000
dwB,3.74514,0.01470
dwC,-0.00000,0.00000
kexAB,42.55817,18.09539
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.64204,0.02261
R2,19.98310,0.10828
rchi2,16.58060,0.0
