Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
-100.0,200.0,16.5620817005,1.13527050201,20.12352605786087,1.4190881275124998,14.921719738118082,18.073073604883476,1.6403619623819168,2.050452452977396
-150.0,200.0,13.9038968584,0.95071239171,20.421917688780717,1.4854881120468748,12.416809298938054,18.098343377121427,1.487087559461946,2.3235743116592893
0.0,200.0,19.4484907187,1.01906933945,19.4484907187,1.01906933945,18.03038522353963,18.03038522353963,1.418105495160372,1.418105495160372
-700.0,200.0,3.56444977245,0.864700216037,18.854232164520457,11.457277862490248,3.5394870995161014,18.523476748146297,0.024962672933898755,0.33075541637415995
100.0,200.0,14.6089033622,0.852392464173,17.68205313498587,1.0654905802162498,14.857762147260615,17.993126616311642,-0.24885878506061587,-0.31107348132577073
-600.0,200.0,4.30686685541,0.921338210321,22.221930114591558,9.213382103209998,3.928070426134713,18.43396582183869,0.3787964292752872,3.787964292752868
-650.0,200.0,4.10360551463,0.924253196935,22.981974899875162,10.686677589560938,3.7142194926649967,18.47969902090481,0.38938602196500316,4.502275878970352
-500.0,200.0,5.25833433465,0.961908680449,23.64602223210942,6.9738379332552505,4.526854844062173,18.342795925347676,0.7314794905878266,5.303226306761744
-550.0,200.0,4.74637720869,0.952472769609,23.1238037995434,8.155548089777062,4.193278275960706,18.387894188048815,0.5530989327292941,4.735909611494584
-460.0,200.0,5.67644359555,1.1015475628,23.451580622120655,6.928734170012001,4.858712380401508,18.308051278836643,0.8177312151484921,5.143529343284012
-480.0,200.0,5.67498075027,0.536664290719,25.02095727053979,3.6278506052604387,4.684490084103722,18.325240367255752,0.990490666166278,6.695716903284037
200.0,200.0,9.47678222173,0.922650628836,16.637260172403508,1.8453012576720005,10.140036208333495,17.963768145610498,-0.663253986603495,-1.32650797320699
400.0,200.0,5.36861638155,1.14053810966,17.577864823524024,5.702690548299999,5.43710829311109,17.920324381329475,-0.06849191156109047,-0.34245955780545145
-250.0,200.0,9.62394084267,1.24589213786,21.042122985816107,3.19259860326625,8.496800374704515,18.153825536654548,1.1271404679654857,2.888297449161559
-200.0,200.0,10.665171282,0.949596276142,19.014038292943507,1.8991925522840005,10.22028862487012,18.12427297868375,0.4448826571298792,0.8897653142597584
-320.0,200.0,7.60392697282,0.631181178368,21.14024108933457,2.2470049949900797,6.777889316118129,18.19954703147591,0.826037656701871,2.9406940578586607
-300.0,200.0,8.23574820235,0.882681397782,21.554497047760393,2.8687145427915004,7.199276039707607,18.185962519172612,1.0364721626423936,3.36853452858778
-360.0,200.0,6.94267081995,0.81314895201,21.932098438364957,3.4477515565223995,6.069130541095532,18.228287656022015,0.8735402788544677,3.7038107823429414
-340.0,200.0,7.74135926015,1.46638641819,23.41976817863024,5.7042431667591,6.403056993022996,18.21377235950619,1.3383022671270046,5.205995819124048
-400.0,200.0,6.4103745142,0.706718063562,22.78665548677402,3.533590317809999,5.504819842636915,18.2588821289586,0.9055546715630847,4.52777335781542
-380.0,200.0,6.5960342565,0.9535359666,22.045859503951064,4.395800806026,5.771204083941963,18.24339240845851,0.8248301725580376,3.8024670954925526
-440.0,200.0,6.73047056371,1.32941740966,28.095035420152975,7.763797672414401,5.0517371672870555,18.291232385042974,1.6787333964229445,9.80380303511
-420.0,200.0,6.18466551786,0.821584774846,23.24413861626347,4.44477363191686,5.2661280518028395,18.274850924894228,0.9185374660571606,4.969287691369242
600.0,200.0,3.55575375086,0.705897100568,14.710799069091564,7.0589710056799975,3.873671684716107,17.889978407652627,-0.31791793385610667,-3.179179338561063
600.0,400.0,6.34625829813,0.739164589087,15.413654859045392,2.40228491453275,7.106846840571718,17.885567621980975,-0.7605885424417176,-2.471912762935583
400.0,400.0,9.32801059089,1.01514443292,16.33971691072351,2.0302888658400002,10.114949511085092,17.913594751113692,-0.7869389201950909,-1.5738778403901819
1200.0,400.0,3.33156204859,0.930800713875,12.468882046391563,9.308007138749996,3.8684259650134227,17.837521210625788,-0.5368639164234228,-5.368639164234224
800.0,400.0,4.70364753663,0.630022421481,14.253020598924024,3.150112107404999,5.426034839021524,17.864957110881644,-0.7223873023915237,-3.6119365119576194
-1400.0,400.0,3.26079211238,0.75392759865,14.830768168592957,9.9895406821125,3.517560831036586,18.232953690792716,-0.2567687186565859,-3.4021855221997583
-1200.0,400.0,3.42535626716,0.62189402736,13.406824232091566,6.218940273599998,3.9196943921562712,18.35020548205427,-0.49433812499627106,-4.943381249962705
200.0,400.0,14.3539768944,0.992776883673,17.363395050235873,1.2409711045912497,14.825555466501147,17.952868265362305,-0.47157857210114607,-0.5894732151264321
50.0,400.0,18.2993272675,1.19412029264,18.549062001819433,1.2127784222125,17.751318099714254,17.992490190787034,0.5480091677857466,0.5565718110323985
0.0,400.0,19.1177821197,0.950184777361,19.1177821197,0.950184777361,18.00805988183877,18.00805988183877,1.1097222378612308,1.1097222378612308
-500.0,400.0,9.40920989348,1.02192130899,20.49187492851673,2.618673354286875,8.531746286759667,18.243374436295877,0.8774636067203332,2.2485004922208525
-550.0,400.0,8.36046307542,0.921520676963,19.787700814919756,2.6637707068461722,7.836634474067873,18.273508764136263,0.5238286013521272,1.5141920507834925
-600.0,400.0,7.7263220297,0.846855432026,19.898861986647894,2.7522801540845,7.235442980132079,18.303505075552145,0.49087904956792094,1.5953569110957488
-700.0,400.0,6.17886346408,0.73949901813,18.007950992714488,3.0042147611531242,6.265389706721925,18.35946385344731,-0.08652624264192532,-0.3515128607328215
