Date : 8/30/2019	Time : 15:48:01	
C:\UVWINLAB\DNA21U1.SP	
15.00	0.6305
15.20	0.6312
15.40	0.6321
15.60	0.6329
15.80	0.6340
16.00	0.6348
16.20	0.6358
16.40	0.6364
16.60	0.6372
16.80	0.6378
17.00	0.6383
17.20	0.6387
17.40	0.6387
17.60	0.6400
17.80	0.6408
18.00	0.6417
18.20	0.6426
18.40	0.6437
18.60	0.6448
18.80	0.6454
19.00	0.6468
19.20	0.6480
19.40	0.6491
19.60	0.6498
19.80	0.6515
20.00	0.6527
20.20	0.6543
20.40	0.6554
20.60	0.6568
20.80	0.6577
21.00	0.6590
21.20	0.6604
21.40	0.6616
21.60	0.6626
21.80	0.6639
22.00	0.6648
22.20	0.6660
22.40	0.6675
22.60	0.6688
22.80	0.6697
23.00	0.6709
23.20	0.6721
23.40	0.6735
23.60	0.6749
23.80	0.6759
24.00	0.6772
24.20	0.6786
24.40	0.6799
24.60	0.6811
24.80	0.6820
25.00	0.6834
25.20	0.6849
25.40	0.6864
25.60	0.6875
25.80	0.6887
26.00	0.6899
26.20	0.6908
26.40	0.6919
26.60	0.6933
26.80	0.6941
27.00	0.6954
27.20	0.6966
27.40	0.6975
27.60	0.6986
27.80	0.6993
28.00	0.7004
28.20	0.7017
28.40	0.7022
28.60	0.7035
28.80	0.7041
29.00	0.7050
29.20	0.7057
29.40	0.7064
29.60	0.7069
29.80	0.7078
30.00	0.7083
30.20	0.7089
30.40	0.7097
30.60	0.7101
30.80	0.7108
31.00	0.7114
31.20	0.7121
31.40	0.7124
31.60	0.7131
31.80	0.7135
32.00	0.7140
32.20	0.7145
32.50	0.7150
32.70	0.7154
33.00	0.7162
33.20	0.7165
33.50	0.7173
33.70	0.7180
34.00	0.7186
34.20	0.7189
34.50	0.7198
34.70	0.7199
35.00	0.7209
35.20	0.7211
35.50	0.7216
35.70	0.7221
36.00	0.7225
36.20	0.7230
36.50	0.7235
36.70	0.7240
37.00	0.7246
37.20	0.7250
37.50	0.7254
37.70	0.7258
38.00	0.7265
38.20	0.7269
38.50	0.7274
38.70	0.7277
39.00	0.7282
39.20	0.7285
39.50	0.7291
39.70	0.7296
40.00	0.7301
40.20	0.7307
40.50	0.7313
40.70	0.7313
41.00	0.7321
41.20	0.7324
41.50	0.7330
41.70	0.7333
42.00	0.7340
42.20	0.7342
42.50	0.7346
42.70	0.7346
43.00	0.7357
43.20	0.7361
43.50	0.7366
43.70	0.7369
44.00	0.7374
44.20	0.7378
44.50	0.7384
44.70	0.7384
45.00	0.7394
45.20	0.7396
45.50	0.7402
45.70	0.7406
46.00	0.7413
46.20	0.7414
46.50	0.7422
46.70	0.7422
47.00	0.7432
47.20	0.7434
47.50	0.7441
47.70	0.7445
48.00	0.7451
48.20	0.7454
48.50	0.7460
48.70	0.7460
49.00	0.7470
49.20	0.7472
49.50	0.7478
49.70	0.7481
50.00	0.7488
50.20	0.7491
50.50	0.7498
50.70	0.7498
51.00	0.7504
51.20	0.7509
51.50	0.7516
51.70	0.7520
52.00	0.7524
52.20	0.7529
52.50	0.7535
52.70	0.7535
53.00	0.7545
53.20	0.7550
53.50	0.7555
53.70	0.7559
54.00	0.7564
54.20	0.7568
54.50	0.7575
54.70	0.7575
55.00	0.7585
Date : 8/30/2019	Time : 16:43:37	


Date : 8/30/2019	Time : 16:43:37	
C:\UVWINLAB\DNA21D1.SP	
55.00	0.7586
54.80	0.7586
54.50	0.7578
54.30	0.7575
54.00	0.7567
53.80	0.7562
53.50	0.7555
53.30	0.7549
53.00	0.7545
52.80	0.7540
52.50	0.7535
52.30	0.7531
52.00	0.7522
51.80	0.7521
51.50	0.7517
51.30	0.7513
51.00	0.7508
50.80	0.7504
50.50	0.7497
50.30	0.7494
50.00	0.7488
49.80	0.7486
49.50	0.7474
49.30	0.7473
49.00	0.7466
48.80	0.7463
48.50	0.7459
48.30	0.7456
48.00	0.7454
47.80	0.7453
47.50	0.7450
47.30	0.7445
47.00	0.7440
46.80	0.7436
46.50	0.7430
