Date : 8/30/2019	Time : 17:13:53	
C:\UVWINLAB\DNA41U1.SP	
15.00	0.6395
15.20	0.6401
15.40	0.6408
15.60	0.6415
15.80	0.6422
16.00	0.6432
16.20	0.6440
16.40	0.6447
16.60	0.6455
16.80	0.6466
17.00	0.6474
17.20	0.6480
17.40	0.6490
17.60	0.6497
17.80	0.6507
18.00	0.6518
18.20	0.6524
18.40	0.6535
18.60	0.6546
18.80	0.6555
19.00	0.6567
19.20	0.6577
19.40	0.6589
19.60	0.6601
19.80	0.6610
20.00	0.6619
20.20	0.6629
20.40	0.6642
20.60	0.6654
20.80	0.6667
21.00	0.6678
21.20	0.6690
21.40	0.6703
21.60	0.6715
21.80	0.6725
22.00	0.6738
22.20	0.6748
22.40	0.6763
22.60	0.6773
22.80	0.6788
23.00	0.6800
23.20	0.6816
23.40	0.6828
23.60	0.6839
23.80	0.6852
24.00	0.6866
24.20	0.6877
24.40	0.6890
24.60	0.6904
24.80	0.6915
25.00	0.6923
25.20	0.6938
25.40	0.6950
25.60	0.6958
25.80	0.6968
26.00	0.6977
26.20	0.6989
26.40	0.6997
26.60	0.7012
26.80	0.7023
27.00	0.7033
27.20	0.7040
27.40	0.7050
27.60	0.7059
27.80	0.7069
28.00	0.7076
28.20	0.7086
28.40	0.7092
28.60	0.7100
28.80	0.7108
29.00	0.7114
29.20	0.7121
29.40	0.7130
29.60	0.7135
29.80	0.7143
30.00	0.7147
30.20	0.7153
30.40	0.7160
30.60	0.7165
30.80	0.7171
31.00	0.7175
31.20	0.7183
31.40	0.7189
31.60	0.7195
31.80	0.7198
32.00	0.7201
32.20	0.7206
32.50	0.7212
32.70	0.7218
33.00	0.7227
33.20	0.7232
33.50	0.7241
33.70	0.7246
34.00	0.7251
34.20	0.7255
34.50	0.7261
34.70	0.7266
35.00	0.7271
35.20	0.7275
35.50	0.7284
35.70	0.7286
36.00	0.7292
36.20	0.7296
36.50	0.7304
36.70	0.7306
37.00	0.7310
37.20	0.7313
37.50	0.7318
37.70	0.7323
38.00	0.7329
38.20	0.7332
38.50	0.7337
38.70	0.7340
39.00	0.7347
39.20	0.7348
39.50	0.7355
39.70	0.7359
40.00	0.7365
40.20	0.7369
40.50	0.7373
40.70	0.7373
41.00	0.7382
41.20	0.7385
41.50	0.7392
41.70	0.7396
42.00	0.7401
42.20	0.7405
42.50	0.7412
42.70	0.7412
43.00	0.7421
43.20	0.7422
43.50	0.7430
43.70	0.7433
44.00	0.7439
44.20	0.7441
44.50	0.7444
44.70	0.7444
45.00	0.7456
45.20	0.7459
45.50	0.7466
45.70	0.7468
46.00	0.7472
46.20	0.7475
46.50	0.7483
46.70	0.7483
47.00	0.7494
47.20	0.7496
47.50	0.7501
47.70	0.7507
48.00	0.7510
48.20	0.7515
48.50	0.7520
48.70	0.7520
49.00	0.7530
49.20	0.7531
49.50	0.7538
49.70	0.7542
50.00	0.7547
Date : 8/30/2019	Time : 18:02:15	


Date : 8/30/2019	Time : 18:02:15	
C:\UVWINLAB\DNA41D1.SP	
50.00	0.7552
49.80	0.7548
49.50	0.7543
49.30	0.7540
49.00	0.7540
48.80	0.7539
48.50	0.7534
48.30	0.7530
48.00	0.7527
47.80	0.7530
47.50	0.7523
47.30	0.7520
47.00	0.7510
46.80	0.7503
46.50	0.7499
46.30	0.7496
46.00	0.7490
45.80	0.7486
45.50	0.7487
45.30	0.7482
45.00	0.7475
44.80	0.7471
44.50	0.7469
44.30	0.7464
44.00	0.7459
43.80	0.7453
43.50	0.7448
43.30	0.7444
43.00	0.7440
42.80	0.7436
42.50	0.7429
42.30	0.7425
42.00	0.7420
41.80	0.7415
41.50	0.7408
41.30	0.7407
41.00	0.7399
40.80	0.7396
40.50	0.7390
40.30	0.7389
40.00	0.7382
39.80	0.7379
39.50	0.7373
39.30	0.7370
39.00	0.7363
38.80	0.7360
38.50	0.7354
38.30	0.7350
38.00	0.7343
37.80	0.7340
37.50	0.7333
37.30	0.7334
37.00	0.7326
36.80	0.7321
36.50	0.7316
36.30	0.7313
36.00	0.7305
35.80	0.7301
35.50	0.7296
35.30	0.7289
35.00	0.7284
34.80	0.7279
34.50	0.7273
34.30	0.7270
34.00	0.7261
33.80	0.7256
33.50	0.7249
33.30	0.7244
33.00	0.7235
32.80	0.7232
32.50	0.7222
32.30	0.7217
32.00	0.7208
31.80	0.7202
31.60	0.7197
31.40	0.7191
31.20	0.7183
31.00	0.7175
30.80	0.7168
30.60	0.7163
30.40	0.7154
30.20	0.7145
30.00	0.7140
29.80	0.7130
29.60	0.7120
29.40	0.7111
29.20	0.7104
29.00	0.7093
28.80	0.7082
28.60	0.7073
28.40	0.7063
28.20	0.7054
28.00	0.7045
27.80	0.7036
27.60	0.7026
27.40	0.7018
27.20	0.7009
27.00	0.6995
26.80	0.6980
26.60	0.6967
26.40	0.6952
26.20	0.6943
26.00	0.6928
25.80	0.6917
25.60	0.6902
25.40	0.6888
