Fit #1
gc8 Pars,Fit Value,Error
pB (%),1.600,1.600
dwB (ppm),1.82,0.11
kexAB (s^-1),4049,407
R1 (s^-1),4.01,0.11
R2 (s^-1),17.16,0.61
Red. Chi-sq,4.85
