Name,FitNum,RedChiSq,lf,AlignMag,Temp,pA,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,dG13,ddG12,ddG21,ddG13,ddG31,ddG23,ddG32,R1,R1b,R1c,R2,R2b,R2c,pA_err,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,dG13_err,ddG12_err,ddG21_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err
G10_C8_Off,1,4.677089004101581,176.04,auto,298.15,0.99,0.01,0.0,4.954079841170416,0.0,3536.6567670536306,0.0,0.0,35.3665676705,3501.29019938,0.0,0.0,0.0,0.0,0.0282752912105,0.000285609002126,0.0,2.72253843054,0.0,15.3405009093,12.6179624788,0.0,0.0,0.0,0.0,0.9864614628221581,0.9864614628221581,0.9864614628221581,39.291720585332094,39.291720585332094,39.291720585332094,0.01,0.01,0.0,0.3692893150048115,0.0,1082.833425372007,0.0,0.0,36.650800921,1072.57677756,0.0,0.0,0.0,0.0,0.0293020255399,8.74927714354e-05,0.0,0.640263434509,0.0,0.613999096059,0.181500346026,0.0,0.0,0.0,0.0,1.1595702229886677,1.1595702229886677,1.1595702229886677,3.396664516116703,3.396664516116703,3.396664516116703
