Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
ac1p,1,219,212,7,17.88797459320964,0.08437723864721529,0.9988823450453829,0.9988452664449927,-534.0517229571919,-510.8590265356803,17.88797459320965,16004.916829933014,0.29047760438150017
