Date : 9/2/2019	Time : 20:47:49	
C:\UVWINLAB\DNA61U1.SP	
15.00	0.6448
15.20	0.6453
15.40	0.6457
15.60	0.6461
15.80	0.6467
16.00	0.6472
16.20	0.6477
16.40	0.6485
16.60	0.6488
16.80	0.6493
17.00	0.6499
17.20	0.6506
17.40	0.6513
17.60	0.6519
17.80	0.6525
18.00	0.6531
18.20	0.6536
18.40	0.6544
18.60	0.6550
18.80	0.6557
19.00	0.6562
19.20	0.6571
19.40	0.6580
19.60	0.6587
19.80	0.6595
20.00	0.6604
20.20	0.6614
20.40	0.6619
20.60	0.6627
20.80	0.6634
21.00	0.6644
21.20	0.6651
21.40	0.6661
21.60	0.6669
21.80	0.6678
22.00	0.6683
22.20	0.6694
22.40	0.6701
22.60	0.6711
22.80	0.6720
23.00	0.6730
23.20	0.6740
23.40	0.6752
23.60	0.6760
23.80	0.6769
24.00	0.6779
24.20	0.6791
24.40	0.6805
24.60	0.6818
24.80	0.6828
25.00	0.6840
25.20	0.6851
25.40	0.6859
25.60	0.6873
25.80	0.6882
26.00	0.6892
26.20	0.6903
26.40	0.6913
26.60	0.6925
26.80	0.6937
27.00	0.6948
27.20	0.6959
27.40	0.6972
27.60	0.6981
27.80	0.6992
28.00	0.7002
28.20	0.7013
28.40	0.7023
28.60	0.7032
28.80	0.7043
29.00	0.7052
29.20	0.7062
29.40	0.7071
29.60	0.7083
29.80	0.7090
30.00	0.7102
30.20	0.7109
30.40	0.7117
30.60	0.7129
30.80	0.7136
31.00	0.7143
31.20	0.7152
31.40	0.7160
31.60	0.7169
31.80	0.7175
32.00	0.7184
32.20	0.7191
32.50	0.7200
32.70	0.7207
33.00	0.7214
33.20	0.7222
33.50	0.7231
33.70	0.7236
34.00	0.7241
34.20	0.7248
34.50	0.7256
34.70	0.7262
35.00	0.7267
35.20	0.7274
35.50	0.7279
35.70	0.7282
36.00	0.7286
36.20	0.7288
36.50	0.7297
36.70	0.7302
37.00	0.7308
37.20	0.7312
37.50	0.7318
37.70	0.7321
38.00	0.7325
38.20	0.7328
38.50	0.7335
38.70	0.7342
39.00	0.7343
39.20	0.7347
39.50	0.7355
39.70	0.7358
40.00	0.7362
40.20	0.7364
40.50	0.7372
40.70	0.7372
41.00	0.7379
41.20	0.7381
41.50	0.7389
41.70	0.7390
42.00	0.7394
42.20	0.7399
42.50	0.7403
42.70	0.7403
43.00	0.7412
43.20	0.7414
43.50	0.7420
43.70	0.7421
44.00	0.7427
44.20	0.7429
44.50	0.7436
44.70	0.7436
45.00	0.7442
Date : 9/2/2019	Time : 21:31:16	


Date : 9/2/2019	Time : 21:31:16	
C:\UVWINLAB\DNA61D1.SP	
