o1p,pldb12,o3p,pulprog,sp5,cnst11,p25,p21,o2p,nbl,d31,cnst12,FN,pldb16,p3,pl24,p1,pl23,cnst28i,pcpd1,pcpd2,pcpd3,vdlist,ns,d30,ds,bf3,bf2,bf1,rg,cnst28,te,cnst30
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,50,1400,-3.9,9.75,3.2,9.73,34.98,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1525,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1401,-3.9,9.75,3.2,9.73,28.91,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1517,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1402,-3.9,9.75,3.2,9.73,25.36,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1474,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,200,1403,-3.9,9.75,3.2,9.73,22.85,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1506,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,250,1404,-3.9,9.75,3.2,9.73,20.89,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1516,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,300,1405,-3.9,9.75,3.2,9.73,19.3,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1541,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,400,1406,-3.9,9.75,3.2,9.73,16.78,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1522,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,500,1407,-3.9,9.75,3.2,9.73,14.83,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1518,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,600,1408,-3.9,9.75,3.2,9.73,13.23,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.152,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,700,1409,-3.9,9.75,3.2,9.73,11.88,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1478,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,900,1410,-3.9,9.75,3.2,9.73,9.68,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1528,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,1000,1411,-3.9,9.75,3.2,9.73,8.76,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1511,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,1200,1412,-3.9,9.75,3.2,9.73,7.16,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1496,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,1400,1413,-3.9,9.75,3.2,9.73,5.81,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1497,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,1600,1414,-3.9,9.75,3.2,9.73,4.64,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1488,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,2000,1415,-3.9,9.75,3.2,9.73,2.69,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1491,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,2500,1416,-3.9,9.75,3.2,9.73,0.74,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.1516,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,3000,1417,-3.9,9.75,3.2,9.73,-0.86,0,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,0,303.155,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1418,-3.9,9.75,3.2,9.73,28.91,-100,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,100,303.1485,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1419,-3.9,9.75,3.2,9.73,28.91,-200,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,200,303.1476,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1420,-3.9,9.75,3.2,9.73,28.91,-300,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,300,303.1501,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1421,-3.9,9.75,3.2,9.73,28.91,-350,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,350,303.1518,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1422,-3.9,9.75,3.2,9.73,28.91,-400,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,400,303.1524,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1423,-3.9,9.75,3.2,9.73,28.91,-450,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,450,303.1506,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1424,-3.9,9.75,3.2,9.73,28.91,-500,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,500,303.1502,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1425,-3.9,9.75,3.2,9.73,28.91,-520,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,520,303.15,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1426,-3.9,9.75,3.2,9.73,28.91,-540,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,540,303.1498,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1427,-3.9,9.75,3.2,9.73,28.91,-560,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,560,303.1499,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1428,-3.9,9.75,3.2,9.73,28.91,-580,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,580,303.1493,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1429,-3.9,9.75,3.2,9.73,28.91,-600,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,600,303.1496,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1430,-3.9,9.75,3.2,9.73,28.91,-620,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,620,303.1479,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1431,-3.9,9.75,3.2,9.73,28.91,-640,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,640,303.1477,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1432,-3.9,9.75,3.2,9.73,28.91,-660,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,660,303.1521,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1433,-3.9,9.75,3.2,9.73,28.91,-680,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,680,303.1488,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1434,-3.9,9.75,3.2,9.73,28.91,-700,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,700,303.1529,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1435,-3.9,9.75,3.2,9.73,28.91,-750,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,750,303.1507,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1436,-3.9,9.75,3.2,9.73,28.91,-800,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,800,303.1497,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1437,-3.9,9.75,3.2,9.73,28.91,-850,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,850,303.1497,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1438,-3.9,9.75,3.2,9.73,28.91,-900,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,900,303.1505,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1439,-3.9,9.75,3.2,9.73,28.91,-1000,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,1000,303.1516,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1440,-3.9,9.75,3.2,9.73,28.91,150,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,-150,303.1471,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,100,1441,-3.9,9.75,3.2,9.73,28.91,400,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,-400,303.1501,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1442,-3.9,9.75,3.2,9.73,25.36,-100,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,100,303.1493,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1443,-3.9,9.75,3.2,9.73,25.36,-200,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,200,303.1517,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1444,-3.9,9.75,3.2,9.73,25.36,-300,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,300,303.1517,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1445,-3.9,9.75,3.2,9.73,25.36,-350,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,350,303.1514,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1446,-3.9,9.75,3.2,9.73,25.36,-400,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,400,303.1481,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1447,-3.9,9.75,3.2,9.73,25.36,-450,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,450,303.1485,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1448,-3.9,9.75,3.2,9.73,25.36,-500,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,500,303.1524,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1449,-3.9,9.75,3.2,9.73,25.36,-520,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,520,303.1519,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1450,-3.9,9.75,3.2,9.73,25.36,-540,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,540,303.1506,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1451,-3.9,9.75,3.2,9.73,25.36,-560,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,560,303.1491,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1452,-3.9,9.75,3.2,9.73,25.36,-580,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,580,303.1512,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1453,-3.9,9.75,3.2,9.73,25.36,-600,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,600,303.1477,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1454,-3.9,9.75,3.2,9.73,25.36,-620,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,620,303.1485,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1455,-3.9,9.75,3.2,9.73,25.36,-640,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,640,303.1501,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1456,-3.9,9.75,3.2,9.73,25.36,-660,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,660,303.1506,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1457,-3.9,9.75,3.2,9.73,25.36,-680,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,680,303.1504,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1458,-3.9,9.75,3.2,9.73,25.36,-700,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,700,303.1505,7.8361
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7237,7,0.021,150,1459,-3.9,9.75,3.2,9.73,25.36,-750,50,105,220,13C_GC8_dl,16,0.044,2,60.76302,150.784627,599.66,188.81,750,303.1476,7.8361
