Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
gc1p,1,220,213,7,246.99781031948285,1.1596141329553185,0.9382996581056512,0.9362623826657435,39.99372541605508,63.22081635372916,246.9978103194828,4003.1838193445337,1.0768538122490527
