r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
2.818969,2.818969,150.88,0.0,0.0,0.0,4.270303,0.0,0.0,0.0,0.0,19.254432,19.254432,0.001957,2.818969,19.254432,0.0,0.0,auto,2528.01846,0.0,0.0
