Date : 9/2/2019	Time : 21:57:38	
C:\UVWINLAB\DNA81U1.SP	
15.00	0.6396
15.20	0.6401
15.40	0.6405
15.60	0.6410
15.80	0.6413
16.00	0.6418
16.20	0.6424
16.40	0.6428
16.60	0.6432
16.80	0.6439
17.00	0.6442
17.20	0.6447
17.40	0.6455
17.60	0.6456
17.80	0.6461
18.00	0.6466
18.20	0.6473
18.40	0.6476
18.60	0.6483
18.80	0.6490
19.00	0.6495
19.20	0.6499
19.40	0.6506
19.60	0.6512
19.80	0.6520
20.00	0.6524
20.20	0.6531
20.40	0.6540
20.60	0.6546
20.80	0.6553
21.00	0.6562
21.20	0.6568
21.40	0.6579
21.60	0.6583
21.80	0.6592
22.00	0.6598
22.20	0.6606
22.40	0.6617
22.60	0.6625
22.80	0.6631
23.00	0.6641
23.20	0.6656
23.40	0.6662
23.60	0.6677
23.80	0.6683
24.00	0.6695
24.20	0.6706
24.40	0.6718
24.60	0.6728
24.80	0.6739
25.00	0.6752
25.20	0.6764
25.40	0.6775
25.60	0.6788
25.80	0.6797
26.00	0.6811
26.20	0.6824
26.40	0.6834
26.60	0.6847
26.80	0.6860
27.00	0.6872
27.20	0.6888
27.40	0.6901
27.60	0.6916
27.80	0.6925
28.00	0.6937
28.20	0.6947
28.40	0.6962
28.60	0.6971
28.80	0.6984
29.00	0.6999
29.20	0.7006
29.40	0.7017
29.60	0.7029
29.80	0.7038
30.00	0.7048
30.20	0.7057
30.40	0.7069
30.60	0.7080
30.80	0.7088
31.00	0.7097
31.20	0.7105
31.40	0.7114
31.60	0.7120
31.80	0.7130
32.00	0.7138
32.20	0.7144
32.50	0.7155
32.70	0.7162
33.00	0.7172
33.20	0.7178
33.50	0.7188
33.70	0.7197
34.00	0.7204
34.20	0.7209
34.50	0.7217
34.70	0.7226
35.00	0.7234
35.20	0.7241
35.50	0.7243
35.70	0.7249
36.00	0.7257
36.20	0.7261
36.50	0.7269
36.70	0.7273
37.00	0.7279
37.20	0.7284
37.50	0.7288
37.70	0.7294
38.00	0.7300
38.20	0.7302
38.50	0.7307
38.70	0.7309
39.00	0.7317
39.20	0.7319
39.50	0.7323
39.70	0.7327
40.00	0.7335
40.20	0.7336
40.50	0.7338
40.70	0.7338
41.00	0.7347
41.20	0.7351
41.50	0.7358
41.70	0.7358
42.00	0.7363
42.20	0.7367
42.50	0.7371
42.70	0.7371
43.00	0.7382
43.20	0.7384
43.50	0.7388
43.70	0.7392
44.00	0.7395
44.20	0.7399
44.50	0.7402
44.70	0.7402
45.00	0.7411
45.20	0.7414
45.50	0.7419
45.70	0.7423
46.00	0.7425
46.20	0.7430
46.50	0.7435
46.70	0.7435
47.00	0.7441
47.20	0.7444
47.50	0.7449
47.70	0.7454
48.00	0.7458
48.20	0.7459
48.50	0.7465
48.70	0.7465
49.00	0.7472
49.20	0.7476
49.50	0.7481
49.70	0.7482
50.00	0.7489
Date : 9/2/2019	Time : 22:46:38	


Date : 9/2/2019	Time : 22:46:38	
C:\UVWINLAB\DNA81D1.SP	
