Date : 9/2/2019	Time : 22:53:13	
C:\UVWINLAB\DNA101U1.SP	
15.00	0.6346
15.20	0.6351
15.40	0.6355
15.60	0.6357
15.80	0.6362
16.00	0.6367
16.20	0.6370
16.40	0.6375
16.60	0.6379
16.80	0.6384
17.00	0.6389
17.20	0.6393
17.40	0.6398
17.60	0.6403
17.80	0.6406
18.00	0.6412
18.20	0.6418
18.40	0.6422
18.60	0.6428
18.80	0.6433
19.00	0.6440
19.20	0.6446
19.40	0.6454
19.60	0.6461
19.80	0.6468
20.00	0.6474
20.20	0.6479
20.40	0.6486
20.60	0.6493
20.80	0.6503
21.00	0.6509
21.20	0.6521
21.40	0.6529
21.60	0.6535
21.80	0.6542
22.00	0.6549
22.20	0.6558
22.40	0.6569
22.60	0.6577
22.80	0.6588
23.00	0.6595
23.20	0.6601
23.40	0.6613
23.60	0.6622
23.80	0.6632
24.00	0.6643
24.20	0.6657
24.40	0.6666
24.60	0.6678
24.80	0.6689
25.00	0.6700
25.20	0.6712
25.40	0.6728
25.60	0.6737
25.80	0.6748
26.00	0.6763
26.20	0.6773
26.40	0.6787
26.60	0.6798
26.80	0.6812
27.00	0.6828
27.20	0.6839
27.40	0.6854
27.60	0.6866
27.80	0.6878
28.00	0.6893
28.20	0.6907
28.40	0.6918
28.60	0.6932
28.80	0.6941
29.00	0.6955
29.20	0.6964
29.40	0.6973
29.60	0.6986
29.80	0.6994
30.00	0.7000
30.20	0.7013
30.40	0.7023
30.60	0.7031
30.80	0.7039
31.00	0.7050
31.20	0.7057
31.40	0.7066
31.60	0.7073
31.80	0.7081
32.00	0.7087
32.20	0.7097
32.50	0.7108
32.70	0.7113
33.00	0.7121
33.20	0.7127
33.50	0.7136
33.70	0.7143
34.00	0.7152
34.20	0.7158
34.50	0.7165
34.70	0.7168
35.00	0.7178
35.20	0.7185
35.50	0.7194
35.70	0.7197
36.00	0.7204
36.20	0.7210
36.50	0.7216
36.70	0.7220
37.00	0.7227
37.20	0.7232
37.50	0.7238
37.70	0.7241
38.00	0.7246
38.20	0.7249
38.50	0.7256
38.70	0.7258
39.00	0.7266
39.20	0.7266
39.50	0.7271
39.70	0.7275
40.00	0.7277
Date : 9/2/2019	Time : 23:29:33	


Date : 9/2/2019	Time : 23:29:33	
C:\UVWINLAB\DNA101D1.SP	
40.00	0.7271
39.80	0.7267
39.50	0.7262
39.30	0.7258
39.00	0.7251
38.80	0.7247
38.50	0.7238
38.30	0.7236
38.00	0.7229
37.80	0.7227
37.50	0.7219
37.30	0.7217
37.00	0.7207
36.80	0.7205
36.50	0.7197
36.30	0.7193
36.00	0.7185
35.80	0.7181
35.50	0.7170
35.30	0.7164
35.00	0.7158
34.80	0.7151
34.50	0.7142
34.30	0.7134
34.00	0.7123
33.80	0.7115
33.50	0.7104
33.30	0.7097
33.00	0.7084
32.80	0.7076
32.50	0.7064
32.30	0.7054
