Date : 9/8/2018	Time : 19:50:14	
C:\UVWINLAB\DNA21U1.SP	
15.00	0.5903
15.50	0.5905
16.00	0.5910
16.50	0.5913
17.00	0.5921
17.50	0.5922
18.00	0.5936
18.50	0.5942
19.00	0.5947
19.50	0.5958
20.00	0.5966
20.50	0.5971
21.00	0.5980
21.50	0.5989
22.00	0.5999
22.50	0.6005
23.00	0.6018
23.50	0.6030
24.00	0.6042
24.50	0.6053
25.00	0.6060
25.50	0.6072
26.00	0.6087
26.50	0.6103
27.00	0.6116
27.50	0.6130
28.00	0.6145
28.50	0.6162
29.00	0.6188
29.50	0.6209
30.00	0.6224
30.50	0.6242
31.00	0.6264
31.50	0.6287
32.00	0.6314
32.50	0.6344
33.00	0.6363
33.50	0.6396
34.00	0.6431
34.50	0.6457
35.00	0.6483
35.50	0.6517
36.00	0.6547
36.50	0.6594
37.00	0.6630
37.50	0.6674
38.00	0.6706
38.50	0.6748
39.00	0.6794
39.50	0.6826
40.00	0.6869
40.50	0.6919
41.00	0.6964
41.50	0.6991
42.00	0.7029
42.50	0.7065
43.00	0.7104
43.50	0.7143
44.00	0.7169
44.50	0.7206
45.00	0.7226
45.50	0.7251
46.00	0.7278
46.50	0.7299
47.00	0.7312
47.50	0.7324
48.00	0.7339
48.50	0.7351
49.00	0.7361
49.50	0.7376
50.00	0.7379
50.50	0.7393
51.00	0.7403
51.50	0.7409
52.00	0.7411
52.50	0.7426
53.00	0.7432
53.50	0.7433
54.00	0.7442
54.50	0.7450
55.00	0.7454
55.50	0.7453
56.00	0.7464
56.50	0.7462
57.00	0.7474
57.50	0.7478
58.00	0.7474
58.50	0.7488
59.00	0.7486
59.50	0.7498
60.00	0.7507
60.50	0.7505
61.00	0.7517
61.50	0.7513
62.00	0.7521
62.50	0.7532
63.00	0.7534
63.50	0.7540
64.00	0.7540
64.50	0.7551
65.00	0.7555
Date : 9/8/2018	Time : 20:54:56	


Date : 9/8/2018	Time : 20:54:56	
C:\UVWINLAB\DNA21D1.SP	
65.00	0.7575
64.50	0.7566
64.00	0.7569
63.50	0.7581
63.00	0.7569
62.50	0.7570
62.00	0.7566
61.50	0.7567
61.00	0.7555
60.50	0.7553
60.00	0.7551
59.50	0.7549
59.00	0.7553
58.50	0.7542
58.00	0.7545
57.50	0.7545
57.00	0.7535
56.50	0.7530
