param,fitval,fiterror
pB,0.03000,0.00000
pC,-0.00000,0.00000
dwB,3.73902,0.01508
dwC,-0.00000,0.00000
kexAB,15.94126,11.89090
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.54585,0.13150
R2,20.03342,0.10803
rchi2,16.77808,0.0
