param,fitval,fiterror
pB,0.03000,0.00000
pC,0.00000,0.00000
dwB,3.81257,0.09405
dwC,-0.00000,0.00000
kexAB,15.94126,11.89090
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.14617,0.13784
R2,13.14537,0.28465
rchi2,16.77808,0.0
