,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
31,0.568532454319,0.00323409304992,0.561523153101,0.00408084433241,-218.9873,9.9990191369,0.2
32,0.570061888994,0.00323409304992,0.570086141571,0.00408084433241,-202.5316,9.9990191369,0.2
33,0.581676706113,0.00323409304992,0.575020894624,0.00408084433241,-186.0759,9.9990191369,0.2
34,0.579651576314,0.00323409304992,0.57581944073,0.00408084433241,-169.6203,9.9990191369,0.2
35,0.571181368528,0.00323409304992,0.565831438887,0.00408084433241,-153.1646,9.9990191369,0.2
36,0.579113531887,0.00323409304992,0.582396325518,0.00408084433241,-136.7089,9.9990191369,0.2
37,0.560694014829,0.00323409304992,0.56643998321,0.00408084433241,-120.2532,9.9990191369,0.2
38,0.555454503484,0.00323409304992,0.555734413539,0.00408084433241,-103.7975,9.9990191369,0.2
39,0.553034344938,0.00323409304992,0.548739079076,0.00408084433241,-87.34177,9.9990191369,0.2
40,0.535271242081,0.00323409304992,0.535279412202,0.00408084433241,-70.88608,9.9990191369,0.2
41,0.496613964926,0.00323409304992,0.483784007162,0.00408084433241,-54.43038,9.9990191369,0.2
42,0.424247336593,0.00323409304992,0.407255170723,0.00408084433241,-37.97468,9.9990191369,0.2
43,0.223909201705,0.00323409304992,0.233919125732,0.00408084433241,-21.51899,9.9990191369,0.2
44,0.0519278826077,0.00323409304992,0.0510758688449,0.00408084433241,-5.063291,9.9990191369,0.2
45,0.124770315777,0.00323409304992,0.141658680277,0.00408084433241,11.39241,9.9990191369,0.2
46,0.335310050705,0.00323409304992,0.332426228047,0.00408084433241,27.8481,9.9990191369,0.2
47,0.468393014031,0.00323409304992,0.469796959971,0.00408084433241,44.3038,9.9990191369,0.2
48,0.520072701952,0.00323409304992,0.513347857419,0.00408084433241,60.75949,9.9990191369,0.2
49,0.53558018372,0.00323409304992,0.539518977891,0.00408084433241,77.21519,9.9990191369,0.2
50,0.553618904174,0.00323409304992,0.551407554753,0.00408084433241,93.67088,9.9990191369,0.2
51,0.561084530945,0.00323409304992,0.559998031262,0.00408084433241,110.1266,9.9990191369,0.2
52,0.57326412115,0.00323409304992,0.56372591082,0.00408084433241,126.5823,9.9990191369,0.2
53,0.574784877689,0.00323409304992,0.570866486137,0.00408084433241,143.038,9.9990191369,0.2
54,0.572158526633,0.00323409304992,0.572711899349,0.00408084433241,159.4937,9.9990191369,0.2
55,0.574212467843,0.00323409304992,0.576854885442,0.00408084433241,175.9494,9.9990191369,0.2
56,0.580960586337,0.00323409304992,0.574280946331,0.00408084433241,192.4051,9.9990191369,0.2
57,0.582487244008,0.00323409304992,0.574100138183,0.00408084433241,208.8608,9.9990191369,0.2
58,0.580060837204,0.00323409304992,0.572158888295,0.00408084433241,225.3165,9.9990191369,0.2
59,0.571068205636,0.00323409304992,0.5678121564,0.00408084433241,241.7722,9.9990191369,0.2
60,0.575091389449,0.00323409304992,0.577189756619,0.00408084433241,258.2278,9.9990191369,0.2
61,0.581965514476,0.00323409304992,0.57065800422,0.00408084433241,274.6835,9.9990191369,0.2
62,0.574995582829,0.00323409304992,0.578874977712,0.00408084433241,291.1393,9.9990191369,0.2
63,0.584605056299,0.00323409304992,0.584596947342,0.00408084433241,307.5949,9.9990191369,0.2
64,0.581852351584,0.00323409304992,0.575224547562,0.00408084433241,324.0506,9.9990191369,0.2
65,0.582545213956,0.00323409304992,0.584181747942,0.00408084433241,340.5063,9.9990191369,0.2
66,0.58582971484,0.00323409304992,0.583915875457,0.00408084433241,356.962,9.9990191369,0.2
67,0.580318404278,0.00323409304992,0.57582556982,0.00408084433241,373.4177,9.9990191369,0.2
68,0.573377978293,0.00323409304992,0.56807106401,0.00408084433241,389.8734,9.9990191369,0.2
69,0.577230029266,0.00323409304992,0.581888261122,0.00408084433241,406.3291,9.9990191369,0.2
70,0.575842568895,0.00323409304992,0.582678356512,0.00408084433241,422.7848,9.9990191369,0.2
71,0.575733224382,0.00323409304992,0.573192011382,0.00408084433241,439.2405,9.9990191369,0.2
72,0.575609994852,0.00323409304992,0.578337010787,0.00408084433241,455.6962,9.9990191369,0.2
73,0.578035707405,0.00323409304992,0.585969027666,0.00408084433241,472.1519,9.9990191369,0.2
74,0.580552366823,0.00323409304992,0.584419296603,0.00408084433241,488.6076,9.9990191369,0.2
75,0.580234747048,0.00323409304992,0.569229554842,0.00408084433241,505.0633,9.9990191369,0.2
76,0.584440171716,0.00323409304992,0.581098815786,0.00408084433241,521.519,9.9990191369,0.2
77,0.583633105075,0.00323409304992,0.581236534575,0.00408084433241,537.9747,9.9990191369,0.2
78,0.576094929087,0.00323409304992,0.578450770408,0.00408084433241,554.4304,9.9990191369,0.2
79,0.576529183009,0.00323409304992,0.579605175181,0.00408084433241,570.886,9.9990191369,0.2
80,0.571626383338,0.00323409304992,0.583755869068,0.00408084433241,587.3418,9.9990191369,0.2
81,0.585185450029,0.00323409304992,0.582301046031,0.00408084433241,603.7975,9.9990191369,0.2
82,0.571658666004,0.00323409304992,0.567003673739,0.00408084433241,620.2532,9.9990191369,0.2
83,0.587795833315,0.00323409304992,0.590375193159,0.00408084433241,636.7089,9.9990191369,0.2
84,0.583973635129,0.00323409304992,0.585094796589,0.00408084433241,653.1646,9.9990191369,0.2
85,0.579147897305,0.00323409304992,0.58533290244,0.00408084433241,669.6202,9.9990191369,0.2
86,0.587463634271,0.00323409304992,0.588900775608,0.00408084433241,686.0759,9.9990191369,0.2
87,0.59054090127,0.00323409304992,0.590295793587,0.00408084433241,702.5316,9.9990191369,0.2
88,0.588493902568,0.00323409304992,0.596219744584,0.00408084433241,718.9874,9.9990191369,0.2
89,0.585345821981,0.00323409304992,0.578823251909,0.00408084433241,735.4431,9.9990191369,0.2
90,0.586173021897,0.00323409304992,0.58410866319,0.00408084433241,751.8987,9.9990191369,0.2
91,0.59065267566,0.00323409304992,0.590964978752,0.00408084433241,768.3544,9.9990191369,0.2
92,0.572022800587,0.00323409304992,0.563922970343,0.00408084433241,784.8101,9.9990191369,0.2
93,0.577134569771,0.00323409304992,0.574406128347,0.00408084433241,801.2658,9.9990191369,0.2
94,0.575152830652,0.00323409304992,0.576747904966,0.00408084433241,817.7215,9.9990191369,0.2
95,0.575218784485,0.00323409304992,0.578243960061,0.00408084433241,834.1772,9.9990191369,0.2
96,0.58729562556,0.00323409304992,0.581281202639,0.00408084433241,850.6329,9.9990191369,0.2
97,0.576475378566,0.00323409304992,0.581790009955,0.00408084433241,867.0886,9.9990191369,0.2
98,0.584262096367,0.00323409304992,0.581557568869,0.00408084433241,883.5443,9.9990191369,0.2
99,0.592576444832,0.00323409304992,0.595458808802,0.00408084433241,900.0,9.9990191369,0.2
100,0.583615748803,0.00323409304992,0.583286900835,0.00408084433241,800.0,9.9990191369,0.2
101,0.587344223121,0.00323409304992,0.586080001337,0.00408084433241,836.8421,9.9990191369,0.2
102,0.590117408237,0.00323409304992,0.584627407061,0.00408084433241,873.6842,9.9990191369,0.2
103,0.58306902624,0.00323409304992,0.578604461977,0.00408084433241,910.5263,9.9990191369,0.2
104,0.590626641252,0.00323409304992,0.583555280675,0.00408084433241,947.3684,9.9990191369,0.2
105,0.585743974857,0.00323409304992,0.585621433984,0.00408084433241,984.2105,9.9990191369,0.2
106,0.582702461779,0.00323409304992,0.578007432914,0.00408084433241,1021.053,9.9990191369,0.2
107,0.588356788021,0.00323409304992,0.59048133785,0.00408084433241,1057.895,9.9990191369,0.2
108,0.585691906041,0.00323409304992,0.586332594128,0.00408084433241,1094.737,9.9990191369,0.2
109,0.582308821533,0.00323409304992,0.586802955336,0.00408084433241,1131.579,9.9990191369,0.2
110,0.579132970911,0.00323409304992,0.57350719518,0.00408084433241,1168.421,9.9990191369,0.2
111,0.585495085919,0.00323409304992,0.582888602865,0.00408084433241,1205.263,9.9990191369,0.2
112,0.589950788027,0.00323409304992,0.592438281923,0.00408084433241,1242.105,9.9990191369,0.2
113,0.579320418647,0.00323409304992,0.579566914802,0.00408084433241,1278.947,9.9990191369,0.2
114,0.585016399941,0.00323409304992,0.580630869068,0.00408084433241,1315.789,9.9990191369,0.2
115,0.585653722243,0.00323409304992,0.586787354016,0.00408084433241,1352.632,9.9990191369,0.2
116,0.587013065454,0.00323409304992,0.585283869722,0.00408084433241,1389.474,9.9990191369,0.2
117,0.585362484002,0.00323409304992,0.584008926183,0.00408084433241,1426.316,9.9990191369,0.2
118,0.572772938656,0.00323409304992,0.569539259606,0.00408084433241,1463.158,9.9990191369,0.2
119,0.584966761004,0.00323409304992,0.590418561113,0.00408084433241,1500.0,9.9990191369,0.2
0,0.582474743362,0.000993120070926,0.581866166858,0.00634080395485,-1500.0,20.0008596832,0.2
1,0.591471235235,0.000993120070926,0.594004275225,0.00634080395485,-1442.105,20.0008596832,0.2
2,0.581893999022,0.000993120070926,0.579584311782,0.00634080395485,-1384.211,20.0008596832,0.2
3,0.576750810224,0.000993120070926,0.574652560488,0.00634080395485,-1326.316,20.0008596832,0.2
4,0.583108377542,0.000993120070926,0.589960841414,0.00634080395485,-1268.421,20.0008596832,0.2
5,0.583287924624,0.000993120070926,0.579810991666,0.00634080395485,-1210.526,20.0008596832,0.2
6,0.575808188043,0.000993120070926,0.582143498869,0.00634080395485,-1152.632,20.0008596832,0.2
7,0.592085035725,0.000993120070926,0.583686483472,0.00634080395485,-1094.737,20.0008596832,0.2
8,0.59534402404,0.000993120070926,0.593297190124,0.00634080395485,-1036.842,20.0008596832,0.2
9,0.5829799805,0.000993120070926,0.587433997336,0.00634080395485,-978.9474,20.0008596832,0.2
10,0.576634591764,0.000993120070926,0.589788159484,0.00634080395485,-921.0526,20.0008596832,0.2
11,0.581770125453,0.000993120070926,0.579661451718,0.00634080395485,-863.1579,20.0008596832,0.2
12,0.58216610332,0.000993120070926,0.580436940426,0.00634080395485,-805.2632,20.0008596832,0.2
13,0.592757293404,0.000993120070926,0.592096316491,0.00634080395485,-747.3684,20.0008596832,0.2
14,0.576408418114,0.000993120070926,0.572388642771,0.00634080395485,-689.4737,20.0008596832,0.2
15,0.579545272658,0.000993120070926,0.575665231265,0.00634080395485,-631.5789,20.0008596832,0.2
16,0.576206949586,0.000993120070926,0.575159267635,0.00634080395485,-573.6842,20.0008596832,0.2
17,0.586467578181,0.000993120070926,0.585772421698,0.00634080395485,-515.7895,20.0008596832,0.2
18,0.581949324576,0.000993120070926,0.576217385917,0.00634080395485,-457.8947,20.0008596832,0.2
19,0.579184090737,0.000993120070926,0.577293069798,0.00634080395485,-400.0,20.0008596832,0.2
20,0.570947194368,0.000993120070926,0.575107593172,0.00634080395485,-400.0,20.0008596832,0.2
21,0.576923746076,0.000993120070926,0.576679203197,0.00634080395485,-383.5443,20.0008596832,0.2
22,0.574960210836,0.000993120070926,0.576231419809,0.00634080395485,-367.0886,20.0008596832,0.2
23,0.567830173513,0.000993120070926,0.566802689055,0.00634080395485,-350.6329,20.0008596832,0.2
24,0.575580970515,0.000993120070926,0.580019734193,0.00634080395485,-334.1772,20.0008596832,0.2
25,0.572277095429,0.000993120070926,0.573847702841,0.00634080395485,-317.7215,20.0008596832,0.2
26,0.572468821092,0.000993120070926,0.569636791722,0.00634080395485,-301.2658,20.0008596832,0.2
27,0.565640812583,0.000993120070926,0.555744168035,0.00634080395485,-284.8101,20.0008596832,0.2
28,0.571510192777,0.000993120070926,0.567852349825,0.00634080395485,-268.3544,20.0008596832,0.2
29,0.565878120935,0.000993120070926,0.574753585923,0.00634080395485,-251.8987,20.0008596832,0.2
30,0.572682816161,0.000993120070926,0.573994640478,0.00634080395485,-235.443,20.0008596832,0.2
31,0.560604795299,0.000993120070926,0.565946900462,0.00634080395485,-218.9873,20.0008596832,0.2
32,0.567023951442,0.000993120070926,0.564297221104,0.00634080395485,-202.5316,20.0008596832,0.2
33,0.560760681138,0.000993120070926,0.568284891106,0.00634080395485,-186.0759,20.0008596832,0.2
34,0.547402865377,0.000993120070926,0.548813562998,0.00634080395485,-169.6203,20.0008596832,0.2
35,0.543640727681,0.000993120070926,0.544589826203,0.00634080395485,-153.1646,20.0008596832,0.2
36,0.535549278367,0.000993120070926,0.533249047368,0.00634080395485,-136.7089,20.0008596832,0.2
37,0.522331342309,0.000993120070926,0.51913150965,0.00634080395485,-120.2532,20.0008596832,0.2
38,0.487243110229,0.000993120070926,0.485908454413,0.00634080395485,-103.7975,20.0008596832,0.2
39,0.454535268823,0.000993120070926,0.444367576443,0.00634080395485,-87.34177,20.0008596832,0.2
40,0.424141009876,0.000993120070926,0.421571795904,0.00634080395485,-70.88608,20.0008596832,0.2
41,0.329873154858,0.000993120070926,0.326272654048,0.00634080395485,-54.43038,20.0008596832,0.2
42,0.218926628572,0.000993120070926,0.209740047709,0.00634080395485,-37.97468,20.0008596832,0.2
43,0.0744818013722,0.000993120070926,0.0737098670963,0.00634080395485,-21.51899,20.0008596832,0.2
44,0.0226552403739,0.000993120070926,0.0183303819821,0.00634080395485,-5.063291,20.0008596832,0.2
45,0.0339020695933,0.000993120070926,0.0313396325785,0.00634080395485,11.39241,20.0008596832,0.2
46,0.13290805728,0.000993120070926,0.128496359862,0.00634080395485,27.8481,20.0008596832,0.2
47,0.263807066222,0.000993120070926,0.261108739428,0.00634080395485,44.3038,20.0008596832,0.2
48,0.37321714271,0.000993120070926,0.376005142662,0.00634080395485,60.75949,20.0008596832,0.2
49,0.433599243954,0.000993120070926,0.437491062301,0.00634080395485,77.21519,20.0008596832,0.2
50,0.475390915057,0.000993120070926,0.472228848477,0.00634080395485,93.67088,20.0008596832,0.2
51,0.510889391342,0.000993120070926,0.501125933269,0.00634080395485,110.1266,20.0008596832,0.2
52,0.524593078808,0.000993120070926,0.525183555872,0.00634080395485,126.5823,20.0008596832,0.2
53,0.528257439895,0.000993120070926,0.525122959199,0.00634080395485,143.038,20.0008596832,0.2
54,0.546227458316,0.000993120070926,0.55178939868,0.00634080395485,159.4937,20.0008596832,0.2
55,0.545971708112,0.000993120070926,0.540931441494,0.00634080395485,175.9494,20.0008596832,0.2
56,0.563650484464,0.000993120070926,0.564459958487,0.00634080395485,192.4051,20.0008596832,0.2
57,0.554968895904,0.000993120070926,0.548943864432,0.00634080395485,208.8608,20.0008596832,0.2
58,0.554127181967,0.000993120070926,0.550746894266,0.00634080395485,225.3165,20.0008596832,0.2
59,0.57264454062,0.000993120070926,0.573339415719,0.00634080395485,241.7722,20.0008596832,0.2
60,0.566443207101,0.000993120070926,0.561615725394,0.00634080395485,258.2278,20.0008596832,0.2
61,0.567786678581,0.000993120070926,0.566382601692,0.00634080395485,274.6835,20.0008596832,0.2
62,0.577517364917,0.000993120070926,0.56701468447,0.00634080395485,291.1393,20.0008596832,0.2
63,0.564323786022,0.000993120070926,0.569260850708,0.00634080395485,307.5949,20.0008596832,0.2
64,0.575556265393,0.000993120070926,0.565755816475,0.00634080395485,324.0506,20.0008596832,0.2
65,0.570416904149,0.000993120070926,0.574423557111,0.00634080395485,340.5063,20.0008596832,0.2
66,0.564244103305,0.000993120070926,0.564932556771,0.00634080395485,356.962,20.0008596832,0.2
67,0.57056513488,0.000993120070926,0.563388271012,0.00634080395485,373.4177,20.0008596832,0.2
68,0.572221769875,0.000993120070926,0.568807769757,0.00634080395485,389.8734,20.0008596832,0.2
69,0.570565482839,0.000993120070926,0.575643483379,0.00634080395485,406.3291,20.0008596832,0.2
70,0.580872390043,0.000993120070926,0.586257659779,0.00634080395485,422.7848,20.0008596832,0.2
71,0.560019179526,0.000993120070926,0.563196164689,0.00634080395485,439.2405,20.0008596832,0.2
72,0.575234054932,0.000993120070926,0.574693918647,0.00634080395485,455.6962,20.0008596832,0.2
73,0.585261550688,0.000993120070926,0.580988072741,0.00634080395485,472.1519,20.0008596832,0.2
74,0.577377833173,0.000993120070926,0.58007884383,0.00634080395485,488.6076,20.0008596832,0.2
75,0.578764103667,0.000993120070926,0.573830787819,0.00634080395485,505.0633,20.0008596832,0.2
76,0.581566917128,0.000993120070926,0.570859134422,0.00634080395485,521.519,20.0008596832,0.2
77,0.566188152815,0.000993120070926,0.567379379783,0.00634080395485,537.9747,20.0008596832,0.2
78,0.578320107394,0.000993120070926,0.577566963041,0.00634080395485,554.4304,20.0008596832,0.2
79,0.573119157326,0.000993120070926,0.572943492673,0.00634080395485,570.886,20.0008596832,0.2
80,0.571148314937,0.000993120070926,0.573699371108,0.00634080395485,587.3418,20.0008596832,0.2
81,0.57639797933,0.000993120070926,0.568823197745,0.00634080395485,603.7975,20.0008596832,0.2
82,0.578209804245,0.000993120070926,0.577523653149,0.00634080395485,620.2532,20.0008596832,0.2
83,0.573121941001,0.000993120070926,0.570938411971,0.00634080395485,636.7089,20.0008596832,0.2
84,0.577389663795,0.000993120070926,0.581898416927,0.00634080395485,653.1646,20.0008596832,0.2
85,0.581406507816,0.000993120070926,0.578543480281,0.00634080395485,669.6202,20.0008596832,0.2
86,0.578360470692,0.000993120070926,0.584459555748,0.00634080395485,686.0759,20.0008596832,0.2
87,0.57413067548,0.000993120070926,0.57456445367,0.00634080395485,702.5316,20.0008596832,0.2
88,0.584303966251,0.000993120070926,0.585039685244,0.00634080395485,718.9874,20.0008596832,0.2
89,0.584006808871,0.000993120070926,0.575659283125,0.00634080395485,735.4431,20.0008596832,0.2
90,0.5813268251,0.000993120070926,0.581872858515,0.00634080395485,751.8987,20.0008596832,0.2
91,0.575902833016,0.000993120070926,0.570307258589,0.00634080395485,768.3544,20.0008596832,0.2
92,0.592568351417,0.000993120070926,0.591492022677,0.00634080395485,784.8101,20.0008596832,0.2
93,0.584263254994,0.000993120070926,0.593414944701,0.00634080395485,801.2658,20.0008596832,0.2
94,0.585885094043,0.000993120070926,0.580978035255,0.00634080395485,817.7215,20.0008596832,0.2
95,0.586613373196,0.000993120070926,0.587841816661,0.00634080395485,834.1772,20.0008596832,0.2
96,0.585908755286,0.000993120070926,0.582885157533,0.00634080395485,850.6329,20.0008596832,0.2
97,0.57854245349,0.000993120070926,0.578822949906,0.00634080395485,867.0886,20.0008596832,0.2
98,0.581706100912,0.000993120070926,0.581235478175,0.00634080395485,883.5443,20.0008596832,0.2
99,0.574681843267,0.000993120070926,0.586914092754,0.00634080395485,900.0,20.0008596832,0.2
100,0.581591970209,0.000993120070926,0.580362402801,0.00634080395485,800.0,20.0008596832,0.2
101,0.57007381612,0.000993120070926,0.57080402119,0.00634080395485,836.8421,20.0008596832,0.2
102,0.585729904123,0.000993120070926,0.591899098485,0.00634080395485,873.6842,20.0008596832,0.2
103,0.577467606714,0.000993120070926,0.5812514638,0.00634080395485,910.5263,20.0008596832,0.2
104,0.576930705265,0.000993120070926,0.571777936119,0.00634080395485,947.3684,20.0008596832,0.2
105,0.576386496668,0.000993120070926,0.575230645311,0.00634080395485,984.2105,20.0008596832,0.2
106,0.576847194994,0.000993120070926,0.569795904458,0.00634080395485,1021.053,20.0008596832,0.2
107,0.588887984194,0.000993120070926,0.592136001735,0.00634080395485,1057.895,20.0008596832,0.2
108,0.582652550647,0.000993120070926,0.594668979832,0.00634080395485,1094.737,20.0008596832,0.2
109,0.581324737343,0.000993120070926,0.576858390904,0.00634080395485,1131.579,20.0008596832,0.2
110,0.586017666598,0.000993120070926,0.582224170513,0.00634080395485,1168.421,20.0008596832,0.2
111,0.585041640309,0.000993120070926,0.578878156077,0.00634080395485,1205.263,20.0008596832,0.2
112,0.575996086152,0.000993120070926,0.576215434183,0.00634080395485,1242.105,20.0008596832,0.2
113,0.580230404837,0.000993120070926,0.58277186406,0.00634080395485,1278.947,20.0008596832,0.2
114,0.584041256857,0.000993120070926,0.586035998637,0.00634080395485,1315.789,20.0008596832,0.2
115,0.584082664033,0.000993120070926,0.574236190712,0.00634080395485,1352.632,20.0008596832,0.2
116,0.590877268435,0.000993120070926,0.584124229375,0.00634080395485,1389.474,20.0008596832,0.2
117,0.590759658137,0.000993120070926,0.587265125933,0.00634080395485,1426.316,20.0008596832,0.2
118,0.578484692219,0.000993120070926,0.573288391834,0.00634080395485,1463.158,20.0008596832,0.2
119,0.586180511626,0.000993120070926,0.585664054029,0.00634080395485,1500.0,20.0008596832,0.2
0,0.573621384389,0.00157403759073,0.573972033588,0.00387149842127,-1500.0,49.9997424413,0.2
1,0.576525326828,0.00157403759073,0.584679633633,0.00387149842127,-1442.105,49.9997424413,0.2
2,0.586382434367,0.00157403759073,0.584056226542,0.00387149842127,-1384.211,49.9997424413,0.2
3,0.57831415537,0.00157403759073,0.578116617187,0.00387149842127,-1326.316,49.9997424413,0.2
4,0.585070025755,0.00157403759073,0.582807646334,0.00387149842127,-1268.421,49.9997424413,0.2
5,0.571248646705,0.00157403759073,0.570880094287,0.00387149842127,-1210.526,49.9997424413,0.2
6,0.571939351581,0.00157403759073,0.56867432812,0.00387149842127,-1152.632,49.9997424413,0.2
7,0.576285729905,0.00157403759073,0.577141956868,0.00387149842127,-1094.737,49.9997424413,0.2
8,0.575590170678,0.00157403759073,0.580207126936,0.00387149842127,-1036.842,49.9997424413,0.2
9,0.575220893221,0.00157403759073,0.578384774255,0.00387149842127,-978.9474,49.9997424413,0.2
10,0.576999319582,0.00157403759073,0.573847575247,0.00387149842127,-921.0526,49.9997424413,0.2
11,0.581106794462,0.00157403759073,0.579536130098,0.00387149842127,-863.1579,49.9997424413,0.2
12,0.580571775575,0.00157403759073,0.578072931287,0.00387149842127,-805.2632,49.9997424413,0.2
13,0.574173046768,0.00157403759073,0.567534497919,0.00387149842127,-747.3684,49.9997424413,0.2
14,0.571450795773,0.00157403759073,0.577757556267,0.00387149842127,-689.4737,49.9997424413,0.2
15,0.564807615692,0.00157403759073,0.563614757283,0.00387149842127,-631.5789,49.9997424413,0.2
16,0.57136619136,0.00157403759073,0.566651856837,0.00387149842127,-573.6842,49.9997424413,0.2
17,0.569202537531,0.00157403759073,0.571692373185,0.00387149842127,-515.7895,49.9997424413,0.2
18,0.55045399167,0.00157403759073,0.548824012745,0.00387149842127,-457.8947,49.9997424413,0.2
19,0.541856241615,0.00157403759073,0.540421819899,0.00387149842127,-400.0,49.9997424413,0.2
20,0.5479810463,0.00157403759073,0.539060214042,0.00387149842127,-400.0,49.9997424413,0.2
21,0.548227231271,0.00157403759073,0.546268945274,0.00387149842127,-383.5443,49.9997424413,0.2
22,0.538064993063,0.00157403759073,0.536644290811,0.00387149842127,-367.0886,49.9997424413,0.2
23,0.538622550012,0.00157403759073,0.542575348883,0.00387149842127,-350.6329,49.9997424413,0.2
24,0.535012299424,0.00157403759073,0.529482498685,0.00387149842127,-334.1772,49.9997424413,0.2
25,0.523104921839,0.00157403759073,0.521761434087,0.00387149842127,-317.7215,49.9997424413,0.2
26,0.525349365947,0.00157403759073,0.520053501285,0.00387149842127,-301.2658,49.9997424413,0.2
27,0.513652459174,0.00157403759073,0.511669991133,0.00387149842127,-284.8101,49.9997424413,0.2
28,0.504304365068,0.00157403759073,0.498996060833,0.00387149842127,-268.3544,49.9997424413,0.2
29,0.496429913393,0.00157403759073,0.50002621154,0.00387149842127,-251.8987,49.9997424413,0.2
30,0.484916085021,0.00157403759073,0.487316588931,0.00387149842127,-235.443,49.9997424413,0.2
31,0.46972993971,0.00157403759073,0.470369248101,0.00387149842127,-218.9873,49.9997424413,0.2
32,0.449416212217,0.00157403759073,0.436342114509,0.00387149842127,-202.5316,49.9997424413,0.2
33,0.433443661956,0.00157403759073,0.435374425345,0.00387149842127,-186.0759,49.9997424413,0.2
34,0.406180930235,0.00157403759073,0.402198423218,0.00387149842127,-169.6203,49.9997424413,0.2
35,0.390771484753,0.00157403759073,0.375621036899,0.00387149842127,-153.1646,49.9997424413,0.2
36,0.352574672929,0.00157403759073,0.348325063995,0.00387149842127,-136.7089,49.9997424413,0.2
37,0.292653632425,0.00157403759073,0.295220018924,0.00387149842127,-120.2532,49.9997424413,0.2
38,0.247768113637,0.00157403759073,0.244760294536,0.00387149842127,-103.7975,49.9997424413,0.2
39,0.191225597782,0.00157403759073,0.184934499034,0.00387149842127,-87.34177,49.9997424413,0.2
40,0.120092392179,0.00157403759073,0.11636752669,0.00387149842127,-70.88608,49.9997424413,0.2
41,0.0627480067975,0.00157403759073,0.0559133513406,0.00387149842127,-54.43038,49.9997424413,0.2
42,0.0217558547814,0.00157403759073,0.026013550065,0.00387149842127,-37.97468,49.9997424413,0.2
43,0.00568312110763,0.00157403759073,0.00861262782773,0.00387149842127,-21.51899,49.9997424413,0.2
44,0.0156200307188,0.00157403759073,0.017871148902,0.00387149842127,-5.063291,49.9997424413,0.2
45,0.0259947889692,0.00157403759073,0.0234908845186,0.00387149842127,11.39241,49.9997424413,0.2
