param,fitval,fiterror
pB,0.00250,0.00000
pC,-0.00000,0.00000
dwB,3.74863,0.02424
dwC,-0.00000,0.00000
kexAB,311.35618,32.40546
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.67810,0.00288
R2,19.40797,0.11235
rchi2,14.01316,0.0
