Date : 9/13/2019	Time : 16:45:29	
C:\UVWINLAB\DNA121U1.SP	
30.00	0.6709
30.20	0.6709
30.40	0.6710
30.60	0.6711
30.80	0.6710
31.00	0.6711
31.20	0.6713
31.40	0.6711
31.60	0.6713
31.80	0.6712
32.00	0.6712
32.20	0.6712
32.50	0.6713
32.70	0.6713
33.00	0.6714
33.20	0.6712
33.50	0.6714
33.70	0.6713
34.00	0.6715
34.20	0.6714
34.50	0.6716
34.70	0.6715
35.00	0.6713
35.20	0.6713
35.50	0.6715
35.70	0.6717
36.00	0.6716
36.20	0.6718
36.50	0.6718
36.70	0.6718
37.00	0.6721
37.20	0.6719
37.50	0.6719
37.70	0.6721
38.00	0.6723
38.20	0.6723
38.50	0.6722
38.70	0.6724
39.00	0.6725
39.20	0.6726
39.50	0.6727
39.70	0.6727
40.00	0.6729
40.20	0.6729
40.50	0.6729
40.70	0.6730
41.00	0.6733
41.20	0.6733
41.50	0.6734
41.70	0.6735
42.00	0.6736
42.20	0.6737
42.50	0.6739
42.70	0.6740
43.00	0.6739
43.20	0.6742
43.50	0.6743
43.70	0.6744
44.00	0.6748
44.20	0.6747
44.50	0.6750
44.70	0.6753
45.00	0.6756
45.20	0.6757
45.50	0.6760
45.70	0.6760
46.00	0.6765
46.20	0.6768
46.50	0.6770
46.70	0.6771
47.00	0.6776
47.20	0.6776
47.50	0.6781
47.70	0.6781
48.00	0.6786
48.20	0.6791
48.50	0.6793
48.70	0.6796
49.00	0.6802
49.20	0.6805
49.50	0.6812
49.70	0.6812
50.00	0.6820
50.20	0.6825
50.50	0.6829
50.70	0.6834
51.00	0.6844
51.20	0.6847
51.50	0.6856
51.70	0.6856
52.00	0.6868
52.20	0.6874
52.50	0.6883
52.70	0.6888
53.00	0.6897
53.20	0.6905
53.50	0.6916
53.70	0.6916
54.00	0.6935
54.20	0.6943
54.50	0.6955
54.70	0.6965
55.00	0.6983
55.20	0.6989
55.50	0.7003
55.70	0.7003
56.00	0.7028
56.20	0.7039
56.50	0.7054
56.70	0.7065
57.00	0.7086
57.20	0.7093
57.50	0.7114
57.70	0.7114
58.00	0.7146
58.20	0.7160
58.50	0.7177
58.70	0.7192
59.00	0.7211
59.20	0.7225
59.50	0.7247
59.70	0.7247
60.00	0.7284
60.20	0.7295
60.50	0.7318
60.70	0.7335
61.00	0.7352
61.20	0.7378
61.50	0.7397
61.70	0.7397
62.00	0.7436
62.20	0.7447
62.50	0.7458
62.70	0.7470
63.00	0.7487
63.20	0.7502
63.50	0.7521
63.70	0.7522
64.00	0.7550
64.20	0.7562
64.40	0.7569
64.70	0.7582
64.90	0.7592
65.20	0.7606
65.40	0.7615
65.70	0.7625
65.90	0.7633
66.20	0.7644
66.40	0.7651
66.70	0.7663
66.90	0.7668
67.20	0.7677
67.40	0.7681
67.70	0.7691
67.90	0.7695
68.20	0.7702
68.40	0.7706
68.70	0.7714
68.90	0.7720
69.20	0.7724
69.40	0.7729
69.70	0.7735
69.90	0.7738
70.20	0.7742
70.40	0.7746
70.70	0.7750
70.90	0.7752
71.20	0.7756
71.40	0.7759
71.70	0.7763
71.90	0.7767
72.20	0.7771
72.40	0.7774
72.70	0.7775
72.90	0.7775
73.20	0.7780
73.40	0.7783
73.70	0.7785
73.90	0.7789
74.20	0.7792
74.40	0.7792
74.70	0.7796
74.90	0.7796
75.20	0.7800
75.40	0.7803
75.70	0.7805
75.90	0.7806
76.20	0.7810
76.40	0.7811
76.70	0.7812
76.90	0.7812
77.20	0.7816
77.40	0.7817
77.70	0.7819
77.90	0.7819
78.20	0.7824
78.40	0.7822
78.70	0.7823
78.90	0.7823
79.20	0.7826
79.40	0.7828
79.70	0.7829
79.90	0.7831
80.20	0.7831
80.40	0.7832
80.70	0.7833
80.90	0.7833
81.20	0.7835
81.40	0.7841
81.70	0.7839
81.90	0.7842
82.20	0.7844
82.40	0.7844
82.70	0.7844
82.90	0.7844
83.20	0.7847
83.40	0.7847
83.70	0.7847
83.90	0.7850
84.20	0.7852
84.40	0.7853
84.70	0.7854
84.90	0.7854
85.20	0.7854
85.40	0.7856
85.70	0.7856
85.90	0.7857
86.20	0.7861
86.40	0.7861
86.70	0.7863
86.90	0.7863
87.20	0.7864
87.40	0.7866
87.70	0.7867
87.90	0.7866
88.20	0.7869
88.40	0.7870
88.70	0.7870
88.90	0.7870
89.20	0.7873
89.40	0.7874
89.70	0.7877
89.90	0.7876
90.20	0.7879
90.40	0.7879
90.70	0.7879
90.90	0.7879
91.20	0.7882
91.40	0.7882
91.70	0.7883
91.90	0.7884
92.20	0.7886
92.40	0.7885
92.70	0.7885
92.90	0.7885
93.20	0.7887
93.40	0.7889
93.70	0.7891
