r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.467615,1.467615,70.960783,0.0,0.0,0.0,-1.266411,0.0,0.0,0.0,0.0,7.980004,7.980004,0.025391,1.467615,7.980004,0.0,0.0,auto,281.730723,0.0,0.0
