param,fitval,fiterror
pB,0.02000,0.00000
pC,-0.00000,0.00000
dwB,3.74110,0.01488
dwC,0.00000,0.00000
kexAB,22.07547,14.38460
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.59233,0.07611
R2,20.03620,0.10169
rchi2,16.76808,0.0
