Date : 9/16/2019	Time : 16:37:02	
C:\UVWINLAB\DNA61U1.SP	
79.20	0.7307
79.40	0.7309
79.70	0.7310
79.90	0.7315
80.20	0.7318
80.40	0.7319
80.70	0.7321
80.90	0.7321
81.20	0.7328
81.40	0.7331
81.70	0.7334
81.90	0.7335
82.20	0.7338
82.40	0.7341
82.70	0.7343
82.90	0.7343
83.20	0.7347
83.40	0.7349
83.70	0.7351
83.90	0.7354
84.20	0.7356
84.40	0.7358
84.70	0.7363
84.90	0.7363
85.20	0.7367
85.40	0.7370
85.70	0.7370
85.90	0.7372
86.20	0.7376
86.40	0.7378
86.70	0.7379
86.90	0.7379
87.20	0.7383
87.40	0.7384
87.70	0.7384
87.90	0.7387
88.20	0.7386
88.40	0.7388
88.70	0.7390
88.90	0.7390
89.20	0.7394
89.40	0.7395
89.70	0.7397
89.90	0.7398
90.20	0.7402
90.40	0.7402
90.70	0.7406
90.90	0.7406
91.20	0.7407
91.40	0.7409
91.70	0.7410
91.90	0.7411
92.20	0.7412
92.40	0.7414
92.70	0.7412
92.90	0.7412
93.20	0.7414
93.40	0.7416
93.70	0.7418
93.90	0.7420
94.20	0.7421
94.40	0.7421
94.70	0.7423
94.90	0.7424
95.20	0.7424
95.40	0.7425
95.70	0.7427
95.90	0.7427
96.20	0.7428
96.40	0.7431
96.70	0.7433
96.90	0.7433
97.20	0.7435
97.40	0.7435
