offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
3.600000000000000000e+03,2.000000000000000000e+02,-5.288505394170351792e+01,-5.288505394170351792e+01,-2.340071115037964773e+03,-2.340071115037964773e+03,-1.329327718442228079e+00,-2.358046600322227732e+03,-1.812746385432910756e+01,-1.812746385432910756e+01,-1.325417291341701720e+00
3.563819095477386782e+03,2.000000000000000000e+02,-5.288345928880562496e+01,-5.288345928880562496e+01,-2.340071391698398656e+03,-2.340071391698398656e+03,-1.330551208023577514e+00,-2.358048012817564086e+03,-1.812693554956422304e+01,-1.812693554956422304e+01,-1.326473900873081258e+00
3.527638190954774018e+03,2.000000000000000000e+02,-5.288181366208573309e+01,-5.288181366208573309e+01,-2.340071675216348922e+03,-2.340071675216348922e+03,-1.331816309716908675e+00,-2.358049471933405130e+03,-1.812639097550709266e+01,-1.812639097550709266e+01,-1.327563048988900762e+00
3.491457286432160799e+03,2.000000000000000000e+02,-5.288011487062021843e+01,-5.288011487062021843e+01,-2.340071965786737564e+03,-2.340071965786737564e+03,-1.333124972392985219e+00,-2.358050979712891603e+03,-1.812582945795656997e+01,-1.812582945795656997e+01,-1.328686084083990249e+00
3.455276381909547581e+03,2.000000000000000000e+02,-5.287836060468953292e+01,-5.287836060468953292e+01,-2.340072263608862613e+03,-2.340072263608862613e+03,-1.334479262344073547e+00,-2.358052538310534601e+03,-1.812525028747404576e+01,-1.812525028747404576e+01,-1.329844425050120016e+00
3.419095477386935272e+03,2.000000000000000000e+02,-5.287654842813481082e+01,-5.287654842813481082e+01,-2.340072568886140289e+03,-2.340072568886140289e+03,-1.335881371981683774e+00,-2.358054149999471520e+03,-1.812465271712744652e+01,-1.812465271712744652e+01,-1.331039565740355313e+00
3.382914572864321599e+03,2.000000000000000000e+02,-5.287467576987864959e+01,-5.287467576987864959e+01,-2.340072881825847617e+03,-2.340072881825847617e+03,-1.337333629302343008e+00,-2.358055817179237238e+03,-1.812403596011699847e+01,-1.812403596011699847e+01,-1.332273079766337354e+00
3.346733668341708380e+03,2.000000000000000000e+02,-5.287273991491429115e+01,-5.287273991491429115e+01,-2.340073202638911425e+03,-2.340073202638911425e+03,-1.338838508204872824e+00,-2.358057542384144654e+03,-1.812339918717043474e+01,-1.812339918717043474e+01,-1.333546625657192175e+00
3.310552763819095617e+03,2.000000000000000000e+02,-5.287073799459631118e+01,-5.287073799459631118e+01,-2.340073531539388114e+03,-2.340073531539388114e+03,-1.340398639735337571e+00,-2.358059328292291866e+03,-1.812274152379450243e+01,-1.812274152379450243e+01,-1.334861952411455333e+00
3.274371859296482398e+03,2.000000000000000000e+02,-5.286866697603136345e+01,-5.286866697603136345e+01,-2.340073868744145784e+03,-2.340073868744145784e+03,-1.342016824370406480e+00,-2.358061177735276488e+03,-1.812206204725953285e+01,-1.812206204725953285e+01,-1.336220905476597887e+00
3.238190954773869635e+03,2.000000000000000000e+02,-5.286652365075951820e+01,-5.286652365075951820e+01,-2.340074214472182575e+03,-2.340074214472182575e+03,-1.343696045439641606e+00,-2.358063093708663928e+03,-1.812135978340302245e+01,-1.812135978340302245e+01,-1.337625433194163715e+00
3.202010050251256416e+03,2.000000000000000000e+02,-5.286430462244652517e+01,-5.286430462244652517e+01,-2.340074568944016391e+03,-2.340074568944016391e+03,-1.345439483809052650e+00,-2.358065079383263310e+03,-1.812063370312534971e+01,-1.812063370312534971e+01,-1.339077593752337147e+00
