delay(s),vol_rel
0.0,1.0
0.002,0.810180460485
0.004,0.460822819085
0.006,0.162261793841
0.008,-0.058806464959
0.01,-0.259711330497
0.015,-0.618620965707
0.02,-0.824342824467
0.025,-0.958616862039
0.03,-1.03815065844
0.04,-1.13245698717
0.05,-1.15525992701
0.1,-1.14310768765
0.2,-1.06666038783
0.3,-0.989244353252
0.5,-0.824499571133
0.7,-0.671437864747
1.0,-0.477633865353
1.3,-0.29133951126
