Date : 6/5/2019	Time : 22:24:24	
C:\UVWINLAB\DNA1061U1.SP	
15.00	0.5544
15.50	0.5552
16.00	0.5558
16.50	0.5570
17.00	0.5578
17.50	0.5588
18.00	0.5599
18.50	0.5609
19.00	0.5622
19.50	0.5634
20.00	0.5647
20.50	0.5661
21.00	0.5677
21.50	0.5691
22.00	0.5707
22.50	0.5724
23.00	0.5742
23.50	0.5761
24.00	0.5779
24.50	0.5801
25.00	0.5825
25.50	0.5846
26.00	0.5868
26.50	0.5889
27.00	0.5915
27.50	0.5942
28.00	0.5967
28.50	0.5998
29.00	0.6025
29.50	0.6053
30.00	0.6085
30.50	0.6122
31.00	0.6157
31.50	0.6193
32.00	0.6231
32.50	0.6267
33.00	0.6305
33.50	0.6346
34.00	0.6378
34.50	0.6414
35.00	0.6453
35.50	0.6487
36.00	0.6516
36.50	0.6548
37.00	0.6573
37.50	0.6596
38.00	0.6617
38.50	0.6641
39.00	0.6657
39.50	0.6672
40.00	0.6687
40.50	0.6702
41.00	0.6715
41.50	0.6723
42.00	0.6734
42.50	0.6742
43.00	0.6751
43.50	0.6758
44.00	0.6763
44.50	0.6767
45.00	0.6773
45.50	0.6780
46.00	0.6784
46.50	0.6788
47.00	0.6794
47.50	0.6798
48.00	0.6803
48.50	0.6805
49.00	0.6809
49.50	0.6812
50.00	0.6816
50.50	0.6819
51.00	0.6822
51.50	0.6826
52.00	0.6830
52.50	0.6832
53.00	0.6837
53.50	0.6840
54.00	0.6844
54.50	0.6847
55.00	0.6849
55.50	0.6853
56.00	0.6857
56.50	0.6859
57.00	0.6864
57.50	0.6868
58.00	0.6876
58.50	0.6878
59.00	0.6881
59.50	0.6887
60.00	0.6893
60.50	0.6896
61.00	0.6899
61.50	0.6904
62.00	0.6909
62.50	0.6914
63.00	0.6928
63.50	0.6930
64.00	0.6939
64.50	0.6935
65.00	0.6937
65.50	0.6942
66.00	0.6947
66.50	0.6952
67.00	0.6957
