Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
gc1p,1,212,205,7,97.38647679468804,0.4750559843643319,0.9448422043031366,0.9429495348429501,-150.36555050075864,-127.4184661858977,97.38647679468806,1765.5976922991133,0.6892430517345329
