offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
3.500000000000000000e+03,1.000000000000000000e+02,-3.413986148999902070e+01,-3.413986148999902070e+01,-1.538050226166964649e+03,-1.538050226166964649e+03,-2.680984898294823005e+00,-1.517247952787775148e+03,-2.881617317902055220e+01,-2.881617317902055220e+01,-2.680846641958468002e+00
3.464824120603015217e+03,1.000000000000000000e+02,-3.413961847341761313e+01,-3.413961847341761313e+01,-1.538049929581951801e+03,-1.538049929581951801e+03,-2.681425864952311500e+00,-1.517248591024306052e+03,-2.881595557394302887e+01,-2.881595557394302887e+01,-2.681281852113834852e+00
3.429648241206029979e+03,1.000000000000000000e+02,-3.413936790469779226e+01,-3.413936790469779226e+01,-1.538049622461654963e+03,-1.538049622461654963e+03,-2.681880585196307010e+00,-1.517249251682102340e+03,-2.881573124664100760e+01,-2.881573124664100760e+01,-2.681730506714041340e+00
3.394472361809045196e+03,1.000000000000000000e+02,-3.413910946770010924e+01,-3.413910946770010924e+01,-1.538049304301526718e+03,-1.538049304301526718e+03,-2.682349638743776410e+00,-1.517249935822797170e+03,-2.881549991744122963e+01,-2.881549991744122963e+01,-2.682193165116662392e+00
3.359296482412060413e+03,1.000000000000000000e+02,-3.413884282958679250e+01,-3.413884282958679250e+01,-1.538048974566483594e+03,-1.538048974566483594e+03,-2.682833636291180213e+00,-1.517250644571560315e+03,-2.881526129196754482e+01,-2.881526129196754482e+01,-2.682670416066113006e+00
3.324120603015075176e+03,1.000000000000000000e+02,-3.413856763972853514e+01,-3.413856763972853514e+01,-1.538048632688650059e+03,-1.538048632688650059e+03,-2.683333221530275203e+00,-1.517251379121707714e+03,-2.881501506021686509e+01,-2.881501506021686509e+01,-2.683162879565405667e+00
3.288944723618090393e+03,1.000000000000000000e+02,-3.413828352855489356e+01,-3.413828352855489356e+01,-1.538048278064929946e+03,-1.538048278064929946e+03,-2.683849073318091971e+00,-1.517252140739718698e+03,-2.881476089555872022e+01,-2.881476089555872022e+01,-2.683671208888434023e+00
3.253768844221105610e+03,1.000000000000000000e+02,-3.413799010632010322e+01,-3.413799010632010322e+01,-1.538047910054334807e+03,-1.538047910054334807e+03,-2.684381908019718210e+00,-1.517252930770670446e+03,-2.881449845362749329e+01,-2.881449845362749329e+01,-2.684196092744975726e+00
3.218592964824120827e+03,1.000000000000000000e+02,-3.413768696178067330e+01,-3.413768696178067330e+01,-1.538047527975114463e+03,-1.538047527975114463e+03,-2.684932482033542289e+00,-1.517253750644174261e+03,-2.881422737119419253e+01,-2.881422737119419253e+01,-2.684738257611808177e+00
3.183417085427135589e+03,1.000000000000000000e+02,-3.413737366071836732e+01,-3.413737366071836732e+01,-1.538047131101617197e+03,-1.538047131101617197e+03,-2.685501594519648094e+00,-1.517254601880809787e+03,-2.881394726487724256e+01,-2.881394726487724256e+01,-2.685298470244652513e+00
3.148241206030150806e+03,1.000000000000000000e+02,-3.413704974442407547e+01,-3.413704974442407547e+01,-1.538046718660815259e+03,-1.538046718660815259e+03,-2.686090090345016890e+00,-1.517255486099176323e+03,-2.881365772980643669e+01,-2.881365772980643669e+01,-2.685877540387148432e+00
3.113065326633165569e+03,1.000000000000000000e+02,-3.413671472799342155e+01,-3.413671472799342155e+01,-1.538046289828592307e+03,-1.538046289828592307e+03,-2.686698863275895022e+00,-1.517256405023547586e+03,-2.881335833815319347e+01,-2.881335833815319347e+01,-2.686476323694724666e+00
3.077889447236180786e+03,1.000000000000000000e+02,-3.413636809852960141e+01,-3.413636809852960141e+01,-1.538045843725621125e+03,-1.538045843725621125e+03,-2.687328859429537697e+00,-1.517257360492265434e+03,-2.881304863755303813e+01,-2.881304863755303813e+01,-2.687095724893047599e+00
3.042713567839196003e+03,1.000000000000000000e+02,-3.413600931317523646e+01,-3.413600931317523646e+01,-1.538045379412862076e+03,-1.538045379412862076e+03,-2.687981081015784923e+00,-1.517258354466908713e+03,-2.881272814940257376e+01,-2.881272814940257376e+01,-2.687736701192826150e+00
3.007537688442211220e+03,1.000000000000000000e+02,-3.413563779697142309e+01,-3.413563779697142309e+01,-1.538044895886661379e+03,-1.538044895886661379e+03,-2.688656590400479995e+00,-1.517259389042329531e+03,-2.881239636700775009e+01,-2.881239636700775009e+01,-2.688400265984993265e+00
2.972361809045225982e+03,1.000000000000000000e+02,-3.413525294059400039e+01,-3.413525294059400039e+01,-1.538044392073324161e+03,-1.538044392073324161e+03,-2.689356514512079688e+00,-1.517260466457658140e+03,-2.881205275357751816e+01,-2.881205275357751816e+01,-2.689087492842880955e+00
2.937185929648241199e+03,1.000000000000000000e+02,-3.413485409781424096e+01,-3.413485409781424096e+01,-1.538043866823167718e+03,-1.538043866823167718e+03,-2.690082049637343431e+00,-1.517261589108392172e+03,-2.881169674006832793e+01,-2.881169674006832793e+01,-2.689799519860890165e+00
2.902010050251256416e+03,1.000000000000000000e+02,-3.413444058282311744e+01,-3.413444058282311744e+01,-1.538043318904030457e+03,-1.538043318904030457e+03,-2.690834466638523548e+00,-1.517262759559663891e+03,-2.881132772282035148e+01,-2.881132772282035148e+01,-2.690537554362361305e+00
