param,fitval,fiterror
pB,0.05000,0.00000
pC,0.00000,0.00000
dwB,-2.22943,0.07738
dwC,0.00000,0.00000
kexAB,14.73016,10.21678
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,1.24516,0.00955
R2,5.69137,0.36630
rchi2,36.68954,0.0
