param,fitval,fiterror
pB,0.05000,0.00000
pC,-0.00000,0.00000
dwB,2.76063,0.00849
dwC,0.00000,0.00000
kexAB,14.73016,10.21678
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,3.09452,0.20217
R2,19.25482,0.17040
rchi2,36.68954,0.0
