Date : 12/17/2017	Time : 10:25:42	
C:\UVWINLAB\DNA61U1.SP	
15.00	0.6392
15.50	0.6394
16.00	0.6398
16.50	0.6398
17.00	0.6405
17.50	0.6408
18.00	0.6420
18.50	0.6421
19.00	0.6424
19.50	0.6428
20.00	0.6429
20.50	0.6440
21.00	0.6446
21.50	0.6449
22.00	0.6452
22.50	0.6460
23.00	0.6462
23.50	0.6473
24.00	0.6478
24.50	0.6483
25.00	0.6490
25.50	0.6495
26.00	0.6503
26.50	0.6509
27.00	0.6518
27.50	0.6526
28.00	0.6536
28.50	0.6544
29.00	0.6554
29.50	0.6560
30.00	0.6569
30.50	0.6578
31.00	0.6589
31.50	0.6598
32.00	0.6606
32.50	0.6618
33.00	0.6635
33.50	0.6646
34.00	0.6653
34.50	0.6669
35.00	0.6685
35.50	0.6698
36.00	0.6712
36.50	0.6732
37.00	0.6748
37.50	0.6765
38.00	0.6779
38.50	0.6797
39.00	0.6818
39.50	0.6828
40.00	0.6848
40.50	0.6873
41.00	0.6900
41.50	0.6927
42.00	0.6947
42.50	0.6977
43.00	0.7009
43.50	0.7034
44.00	0.7073
44.50	0.7088
45.00	0.7120
45.50	0.7164
46.00	0.7200
46.50	0.7241
47.00	0.7274
47.50	0.7317
48.00	0.7354
48.50	0.7378
49.00	0.7416
49.50	0.7445
50.00	0.7481
50.50	0.7508
51.00	0.7533
51.50	0.7553
52.00	0.7582
52.50	0.7596
53.00	0.7623
53.50	0.7636
54.00	0.7658
54.50	0.7670
55.00	0.7684
55.50	0.7694
56.00	0.7702
56.50	0.7714
57.00	0.7726
57.50	0.7729
58.00	0.7737
58.50	0.7748
59.00	0.7756
59.50	0.7760
60.00	0.7767
60.50	0.7774
61.00	0.7778
61.50	0.7784
62.00	0.7791
62.50	0.7801
63.00	0.7804
63.50	0.7808
64.00	0.7812
64.50	0.7818
65.00	0.7820
65.50	0.7829
66.00	0.7833
66.50	0.7834
67.00	0.7840
67.50	0.7844
68.00	0.7852
68.50	0.7853
69.00	0.7862
69.50	0.7862
70.00	0.7868
70.50	0.7876
71.00	0.7878
71.50	0.7881
72.00	0.7884
72.50	0.7887
73.00	0.7892
73.60	0.7899
74.10	0.7902
74.60	0.7910
