delay(s),vol_rel
0.0,1.0
0.005,0.624744413751
0.01,0.259274492465
0.02,-0.226651654131
0.03,-0.52510977282
0.04,-0.705341485
0.05,-0.798535443168
0.1,-0.926037739135
0.2,-0.876373725062
0.3,-0.810381582332
0.5,-0.691398041815
0.7,-0.573045869636
1.0,-0.406560207321
1.3,-0.2562317325
1.6,-0.123590823968
2.0,0.043147421967
2.5,0.232557197799
3.0,0.38072998517
3.5,0.517313825261
