Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
-200.0,200.0,40.9097942236,2.20081304532,81.14688412693943,4.401626090640001,39.9257188945973,79.17873346893403,0.9840753290026996,1.9681506580053991
-200.0,200.0,41.1213431013,1.75391389059,81.56998188233942,3.507827781180001,39.92241740975533,79.17213049925009,1.198925691544666,2.397851383089332
-50.0,200.0,58.5960793913,1.80075660989,62.21629033323997,1.9133038980081252,57.23825220176148,60.77359894435529,1.3578271895385186,1.4426913888846755
-100.0,200.0,53.889448658,1.91690883974,67.19363474243484,2.3961360496749995,52.33976894434448,65.25653510036543,1.5496797136555216,1.9370996420694127
-150.0,200.0,49.2563968725,2.18191162054,76.58472393313465,3.40923690709375,45.97757026035434,71.46155735165706,3.2788266121456573,5.123166581477591
0.0,200.0,56.7286242092,2.26461394737,56.7286242092,2.26461394737,57.18315298882559,57.18315298882559,-0.4545287796255906,-0.4545287796255906
600.0,200.0,3.93536648332,1.25424346651,33.299325950854616,12.542434665099995,3.730872907142167,31.25439018907629,0.20449357617783326,2.0449357617783264
300.0,200.0,12.0497589018,1.76154011533,37.648131710263655,5.7250053748225005,12.752907669222472,39.93336520438669,-0.703148767422471,-2.285233494123034
400.0,200.0,7.9316276026,1.49466513347,36.96732073195761,7.473325667349999,7.7844099430726255,36.23123243432074,0.14721765952737442,0.7360882976368686
150.0,200.0,26.9913293587,1.82091104186,41.795555942822155,2.84517350290625,30.717518362165272,47.61772626073664,-3.7261890034652723,-5.822170317914484
200.0,200.0,20.6006268596,1.1622576052,40.528549398939404,2.3245152104000004,22.724621224886334,44.776538129512076,-2.123994365286336,-4.247988730572672
-300.0,200.0,30.8613045253,1.87129612668,98.78565498663866,6.08171241171,31.011535926494748,99.27390704052159,-0.15023140119474832,-0.48825205388293114
-250.0,200.0,35.5549951336,1.60414715444,90.05857452944281,4.1106270832525,34.965366945120316,88.54765229646362,0.5896281884796863,1.5109222329791834
-400.0,200.0,25.7293826092,1.71815407027,125.9560957649576,8.590770351349999,25.129667842862457,122.95752193326987,0.5997147663375451,2.9985738316877217
-350.0,200.0,27.5528236197,1.5827998081,109.87318897423314,6.430124220406249,27.838824553617947,111.0350677682748,-0.286000933917947,-1.1618787940416553
-500.0,200.0,19.4374691447,1.29827988731,136.71724929744627,9.4125291829975,20.123227266597194,141.68899568120094,-0.6857581218971944,-4.971746383754663
-450.0,200.0,21.6743071637,1.52414986988,127.99492155861198,9.2401585861475,22.625571120876728,133.7619592989959,-0.9512639571767281,-5.767037740383913
-600.0,200.0,15.7887949254,1.37738437008,151.83361037165457,13.773843700799993,14.95918809516733,143.53754206932786,0.8296068302326702,8.296068302326717
-550.0,200.0,17.5697226144,1.83648749813,145.35342346382924,15.724924202738125,17.55089779382683,145.19223593767148,0.01882482057316892,0.16118752615776089
100.0,200.0,37.3874737287,1.53726371051,46.56616608080984,1.9215796381374997,40.728131476045895,50.74198826499221,-3.340657747345894,-4.1758221841823655
50.0,200.0,47.3992640325,1.78303953391,50.319674014514966,1.894479504779375,50.52033270214531,53.63580947601311,-3.121068669645311,-3.316135461498142
0.0,400.0,49.1948797352,2.11611834632,49.1948797352,2.11611834632,48.54180536968361,48.54180536968361,0.6530743655163889,0.6530743655163889
-100.0,400.0,52.2369930893,2.42882836163,55.459761137364964,2.5806301342318747,51.300091776743145,54.464303492773304,0.9369013125568557,0.9954576445916601
-150.0,400.0,52.3386483599,2.18182493236,59.604171740474285,2.4886440634731253,50.85486154862437,57.91172740886302,1.4837868112756283,1.692444331611263
-50.0,400.0,51.087905859,2.07198582273,51.875643383042814,2.104360601210156,50.58092512060531,51.3607410706107,0.5069807383946952,0.5149023124321133
-200.0,400.0,50.9738712196,2.00069268896,63.54916294443483,2.5008658611999994,49.46307365996234,61.660665994887765,1.510797559637659,1.8884969495470685
-200.0,400.0,50.2733049339,1.99769111428,62.67345508730984,2.4971138928499994,49.45361118811369,61.64883790507695,0.81969374578631,1.0246171822328876
550.0,400.0,10.2847387633,1.5766767236,28.457491382171376,4.557581154156251,11.171360043030834,31.02038101889332,-0.8866212797308339,-2.5628896367219447
700.0,400.0,7.34911481109,1.55393937658,27.795621939255042,6.312878717356249,7.596385036505256,28.800157230004523,-0.24727022541525656,-1.0045352907494802
850.0,400.0,5.85809717356,1.19308121076,29.273386776740104,6.5805885530981225,5.472806581305665,27.148268353837295,0.3852905922543348,2.1251184229028084
1000.0,400.0,4.96289204763,1.31465488179,31.776565343688766,9.531247892977499,4.151714984904566,25.895531638929373,0.8111770627254336,5.881033704759393
50.0,400.0,45.2199909089,1.64515810747,45.916042261847494,1.6708637028992186,45.373016987867885,46.071459373299255,-0.15302607896788345,-0.1554171114517615
100.0,400.0,38.2978857905,2.22639846913,40.64945963238996,2.3655483734506246,41.26976918455771,43.80708573857628,-2.9718833940577127,-3.1576261061863207
250.0,400.0,25.6464440972,1.76702378494,35.40181119756696,2.457267450932188,27.644701815647707,38.180638337283305,-1.9982577184477073,-2.7788271397163484
400.0,400.0,15.6317717106,1.40874846121,30.590839100939412,2.8174969224200006,17.360574283401753,34.048444246542914,-1.7288025728017526,-3.4576051456035017
1200.0,400.0,3.23454978548,1.37425764784,26.291158972454618,13.742576478399995,3.070585690415044,24.65151802180506,0.1639640950649559,1.6396409506495573
-800.0,400.0,14.8699073471,1.48126604322,71.6587194544576,7.406330216099999,14.699053265372928,70.80444904582224,0.17085408172707162,0.8542704086353581
