offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-3.200000000000000000e+03,1.500000000000000000e+02,1.905648655484271092e+00,0.000000000000000000e+00,3.397307586254805756e+01,0.000000000000000000e+00,9.999998844240602924e-01
-3.167839195979899614e+03,1.500000000000000000e+02,1.907101753730056970e+00,0.000000000000000000e+00,3.398129167995534772e+01,0.000000000000000000e+00,9.999998822370937956e-01
-3.135678391959799228e+03,1.500000000000000000e+02,1.908600425274498580e+00,0.000000000000000000e+00,3.398976167954481298e+01,0.000000000000000000e+00,9.999998778973061553e-01
-3.103517587939698387e+03,1.500000000000000000e+02,1.910146614467956638e+00,0.000000000000000000e+00,3.399850165201769414e+01,0.000000000000000000e+00,9.999998732424577597e-01
-3.071356783919598001e+03,1.500000000000000000e+02,1.911742358922876139e+00,0.000000000000000000e+00,3.400752307707773525e+01,0.000000000000000000e+00,9.999998683505917363e-01
-3.039195979899497615e+03,1.500000000000000000e+02,1.913389806051242426e+00,0.000000000000000000e+00,3.401683764369158780e+01,0.000000000000000000e+00,9.999998631829117857e-01
-3.007035175879396775e+03,1.500000000000000000e+02,1.915091215185125817e+00,0.000000000000000000e+00,3.402645523317653442e+01,0.000000000000000000e+00,9.999998568054377923e-01
-2.974874371859296389e+03,1.500000000000000000e+02,1.916848996071999656e+00,0.000000000000000000e+00,3.403639628851112775e+01,0.000000000000000000e+00,9.999998519693574783e-01
-2.942713567839196003e+03,1.500000000000000000e+02,1.918665659459142692e+00,0.000000000000000000e+00,3.404666846219731724e+01,0.000000000000000000e+00,9.999998464461449244e-01
-2.910552763819095617e+03,1.500000000000000000e+02,1.920543875105015008e+00,0.000000000000000000e+00,3.405728650617186304e+01,0.000000000000000000e+00,9.999998403733656449e-01
-2.878391959798995231e+03,1.500000000000000000e+02,1.922486466822250550e+00,0.000000000000000000e+00,3.406826617117962996e+01,0.000000000000000000e+00,9.999998339799367475e-01
-2.846231155778894390e+03,1.500000000000000000e+02,1.924496420658423856e+00,0.000000000000000000e+00,3.407962331214719143e+01,0.000000000000000000e+00,9.999998272412177203e-01
-2.814070351758794004e+03,1.500000000000000000e+02,1.926576895148233382e+00,0.000000000000000000e+00,3.409137353999813058e+01,0.000000000000000000e+00,9.999998196844628318e-01
-2.781909547738693618e+03,1.500000000000000000e+02,1.928731244773818521e+00,0.000000000000000000e+00,3.410353616141355815e+01,0.000000000000000000e+00,9.999998119826212228e-01
-2.749748743718592777e+03,1.500000000000000000e+02,1.930963028451285757e+00,0.000000000000000000e+00,3.411613219657783702e+01,0.000000000000000000e+00,9.999998052374169388e-01
-2.717587939698492391e+03,1.500000000000000000e+02,1.933275999504378673e+00,0.000000000000000000e+00,3.412917617415553195e+01,0.000000000000000000e+00,9.999997972951411018e-01
-2.685427135678392006e+03,1.500000000000000000e+02,1.935674163422692384e+00,0.000000000000000000e+00,3.414269046633489779e+01,0.000000000000000000e+00,9.999997889150352703e-01
-2.653266331658291620e+03,1.500000000000000000e+02,1.938161770394872585e+00,0.000000000000000000e+00,3.415669677457731268e+01,0.000000000000000000e+00,9.999997800958935201e-01
-2.621105527638191234e+03,1.500000000000000000e+02,1.940743337394232881e+00,0.000000000000000000e+00,3.417121735403043203e+01,0.000000000000000000e+00,9.999997705445973217e-01
-2.588944723618090393e+03,1.500000000000000000e+02,1.943423657546058614e+00,0.000000000000000000e+00,3.418627178712108616e+01,0.000000000000000000e+00,9.999997578612930260e-01
-2.556783919597990007e+03,1.500000000000000000e+02,1.946207910266950281e+00,0.000000000000000000e+00,3.420190309073416302e+01,0.000000000000000000e+00,9.999997511540098527e-01
-2.524623115577889621e+03,1.500000000000000000e+02,1.949101489964397249e+00,0.000000000000000000e+00,3.421811939772317146e+01,0.000000000000000000e+00,9.999997408142239363e-01
-2.492462311557788780e+03,1.500000000000000000e+02,1.952110236520745445e+00,0.000000000000000000e+00,3.423495487836504481e+01,0.000000000000000000e+00,9.999997298718527050e-01
-2.460301507537688394e+03,1.500000000000000000e+02,1.955240363300450923e+00,0.000000000000000000e+00,3.425243949172039493e+01,0.000000000000000000e+00,9.999997183812299184e-01
-2.428140703517588008e+03,1.500000000000000000e+02,1.958498506783261872e+00,0.000000000000000000e+00,3.427060436190043902e+01,0.000000000000000000e+00,9.999997061386510788e-01
-2.395979899497487622e+03,1.500000000000000000e+02,1.961891720510987591e+00,0.000000000000000000e+00,3.428947135224831300e+01,0.000000000000000000e+00,9.999996854510216915e-01
-2.363819095477387236e+03,1.500000000000000000e+02,1.965427743167850627e+00,0.000000000000000000e+00,3.430911182249042213e+01,0.000000000000000000e+00,9.999996805963065061e-01
-2.331658291457286396e+03,1.500000000000000000e+02,1.969114571955631776e+00,0.000000000000000000e+00,3.432952661066349265e+01,0.000000000000000000e+00,9.999996673980269257e-01
-2.299497487437186010e+03,1.500000000000000000e+02,1.972960976501060504e+00,0.000000000000000000e+00,3.435076587800989500e+01,0.000000000000000000e+00,9.999996533584618597e-01
-2.267336683417085624e+03,1.500000000000000000e+02,1.976976324380029126e+00,0.000000000000000000e+00,3.437287121196533235e+01,0.000000000000000000e+00,9.999996386841899509e-01
-2.235175879396984783e+03,1.500000000000000000e+02,1.981170677363135679e+00,0.000000000000000000e+00,3.439588591471272139e+01,0.000000000000000000e+00,9.999996232420071962e-01
-2.203015075376884397e+03,1.500000000000000000e+02,1.985554825877761553e+00,0.000000000000000000e+00,3.441984906443281034e+01,0.000000000000000000e+00,9.999996022448434108e-01
-2.170854271356784011e+03,1.500000000000000000e+02,1.990140518443626050e+00,0.000000000000000000e+00,3.444483027321780355e+01,0.000000000000000000e+00,9.999995905021529241e-01
-2.138693467336683625e+03,1.500000000000000000e+02,1.994940223018555558e+00,0.000000000000000000e+00,3.447086134427684101e+01,0.000000000000000000e+00,9.999995745877763298e-01
-2.106532663316583239e+03,1.500000000000000000e+02,1.999967505268153367e+00,0.000000000000000000e+00,3.449800022682728695e+01,0.000000000000000000e+00,9.999995574251779873e-01
-2.074371859296482398e+03,1.500000000000000000e+02,2.005237002115914713e+00,0.000000000000000000e+00,3.452630459437079935e+01,0.000000000000000000e+00,9.999995396925800417e-01
-2.042211055276382012e+03,1.500000000000000000e+02,2.010764536090202448e+00,0.000000000000000000e+00,3.455583410967835789e+01,0.000000000000000000e+00,9.999995213677087547e-01
-2.010050251256281626e+03,1.500000000000000000e+02,2.016567221542330035e+00,0.000000000000000000e+00,3.458664872540191482e+01,0.000000000000000000e+00,9.999995001327993682e-01
-1.977889447236181013e+03,1.500000000000000000e+02,2.022663665235105324e+00,0.000000000000000000e+00,3.461882148937667125e+01,0.000000000000000000e+00,9.999994816243362727e-01
-1.945728643216080400e+03,1.500000000000000000e+02,2.029074017838205179e+00,0.000000000000000000e+00,3.465242114612317437e+01,0.000000000000000000e+00,9.999994656324627806e-01
-1.913567839195980014e+03,1.500000000000000000e+02,2.035820144514991714e+00,0.000000000000000000e+00,3.468751459263768311e+01,0.000000000000000000e+00,9.999994472678900292e-01
-1.881407035175879628e+03,1.500000000000000000e+02,2.042925889812500451e+00,0.000000000000000000e+00,3.472418084140753081e+01,0.000000000000000000e+00,9.999994289321689767e-01
-1.849246231155779014e+03,1.500000000000000000e+02,2.050417217744292753e+00,0.000000000000000000e+00,3.476249977885026965e+01,0.000000000000000000e+00,9.999994108729304276e-01
-1.817085427135678401e+03,1.500000000000000000e+02,2.058322446609782919e+00,0.000000000000000000e+00,3.480255324583839638e+01,0.000000000000000000e+00,9.999993918759416678e-01
-1.784924623115578015e+03,1.500000000000000000e+02,2.066672492030483976e+00,0.000000000000000000e+00,3.484442295892642960e+01,0.000000000000000000e+00,9.999993665751988337e-01
-1.752763819095477629e+03,1.500000000000000000e+02,2.075501408026243055e+00,0.000000000000000000e+00,3.488822529746823875e+01,0.000000000000000000e+00,9.999993632458896720e-01
-1.720603015075377016e+03,1.500000000000000000e+02,2.084846105017370554e+00,0.000000000000000000e+00,3.493402443449983252e+01,0.000000000000000000e+00,9.999993517131950949e-01
-1.688442211055276402e+03,1.500000000000000000e+02,2.094747383546368802e+00,0.000000000000000000e+00,3.498192606292968776e+01,0.000000000000000000e+00,9.999993424261044428e-01
-1.656281407035176017e+03,1.500000000000000000e+02,2.105250023919714941e+00,0.000000000000000000e+00,3.503202935942024965e+01,0.000000000000000000e+00,9.999993363797488044e-01
-1.624120603015075631e+03,1.500000000000000000e+02,2.116403321529261916e+00,0.000000000000000000e+00,3.508443448570389478e+01,0.000000000000000000e+00,9.999993333629776382e-01
-1.591959798994975017e+03,1.500000000000000000e+02,2.128261428081958950e+00,0.000000000000000000e+00,3.513921875720026833e+01,0.000000000000000000e+00,9.999992960232292338e-01
-1.559798994974874404e+03,1.500000000000000000e+02,2.140885139696108386e+00,0.000000000000000000e+00,3.519656771447176880e+01,0.000000000000000000e+00,9.999993486891237682e-01
-1.527638190954774018e+03,1.500000000000000000e+02,2.154340213819071259e+00,0.000000000000000000e+00,3.525650204733423720e+01,0.000000000000000000e+00,9.999993698755476057e-01
-1.495477386934673632e+03,1.500000000000000000e+02,2.168700584288891342e+00,0.000000000000000000e+00,3.531914908262618269e+01,0.000000000000000000e+00,9.999994000517622439e-01
-1.463316582914573019e+03,1.500000000000000000e+02,2.184048132361888328e+00,0.000000000000000000e+00,3.538460832287253766e+01,0.000000000000000000e+00,9.999994423637972307e-01
-1.431155778894472405e+03,1.500000000000000000e+02,2.200473971333470224e+00,0.000000000000000000e+00,3.545297324297689556e+01,0.000000000000000000e+00,9.999994985173351614e-01
-1.398994974874372019e+03,1.500000000000000000e+02,2.218079479928686482e+00,0.000000000000000000e+00,3.552431076205851923e+01,0.000000000000000000e+00,9.999995365733497232e-01
-1.366834170854271633e+03,1.500000000000000000e+02,2.236978917238023445e+00,0.000000000000000000e+00,3.559876183623046586e+01,0.000000000000000000e+00,9.999996689154748708e-01
-1.334673366834171020e+03,1.500000000000000000e+02,2.257298758569334485e+00,0.000000000000000000e+00,3.567633273541014205e+01,0.000000000000000000e+00,9.999997987627210483e-01
-1.302512562814070407e+03,1.500000000000000000e+02,2.279181845876643298e+00,0.000000000000000000e+00,3.575708694640752583e+01,0.000000000000000000e+00,9.999999558419738754e-01
-1.270351758793970021e+03,1.500000000000000000e+02,2.302788697845057797e+00,0.000000000000000000e+00,3.584105578062951736e+01,0.000000000000000000e+00,1.000000149759204593e+00
-1.238190954773869635e+03,1.500000000000000000e+02,2.328300265715681050e+00,0.000000000000000000e+00,3.592824332428662615e+01,0.000000000000000000e+00,1.000000386825279586e+00
-1.206030150753769021e+03,1.500000000000000000e+02,2.355920949182413793e+00,0.000000000000000000e+00,3.601861507071922119e+01,0.000000000000000000e+00,1.000000655644646130e+00
-1.173869346733668408e+03,1.500000000000000000e+02,2.385882858827951924e+00,0.000000000000000000e+00,3.611213076344105843e+01,0.000000000000000000e+00,1.000001011453205635e+00
-1.141708542713568022e+03,1.500000000000000000e+02,2.418449369859818621e+00,0.000000000000000000e+00,3.620868316344488846e+01,0.000000000000000000e+00,1.000001461200407338e+00
-1.109547738693467636e+03,1.500000000000000000e+02,2.453920393202833505e+00,0.000000000000000000e+00,3.630810210259423343e+01,0.000000000000000000e+00,1.000001978314888351e+00
-1.077386934673367250e+03,1.500000000000000000e+02,2.492639211918846076e+00,0.000000000000000000e+00,3.641018511082701536e+01,0.000000000000000000e+00,1.000002594846869375e+00
-1.045226130653266409e+03,1.500000000000000000e+02,2.534999391901759491e+00,0.000000000000000000e+00,3.651465766005742353e+01,0.000000000000000000e+00,1.000003327470867731e+00
-1.013065326633166023e+03,1.500000000000000000e+02,2.581453773609006408e+00,0.000000000000000000e+00,3.662116823631951945e+01,0.000000000000000000e+00,1.000004180433920586e+00
-9.809045226130656374e+02,1.500000000000000000e+02,2.632524977332985294e+00,0.000000000000000000e+00,3.672926522889545708e+01,0.000000000000000000e+00,1.000005084182530313e+00
-9.487437185929647967e+02,1.500000000000000000e+02,2.688822403769794089e+00,0.000000000000000000e+00,3.683854805212541805e+01,0.000000000000000000e+00,1.000006440869695146e+00
-9.165829145728644107e+02,1.500000000000000000e+02,2.751050133267238351e+00,0.000000000000000000e+00,3.694829360005851981e+01,0.000000000000000000e+00,1.000007875498851284e+00
-8.844221105527640248e+02,1.500000000000000000e+02,2.820036135062356397e+00,0.000000000000000000e+00,3.705784251109837868e+01,0.000000000000000000e+00,1.000009545417934520e+00
-8.522613065326636388e+02,1.500000000000000000e+02,2.896753129072443311e+00,0.000000000000000000e+00,3.716640313573381604e+01,0.000000000000000000e+00,1.000011486839269770e+00
-8.201005025125632528e+02,1.500000000000000000e+02,2.982351095444988331e+00,0.000000000000000000e+00,3.727308696712585601e+01,0.000000000000000000e+00,1.000013721651454413e+00
-7.879396984924624121e+02,1.500000000000000000e+02,3.078193935557333116e+00,0.000000000000000000e+00,3.737681406359801173e+01,0.000000000000000000e+00,1.000015667573751710e+00
-7.557788944723620261e+02,1.500000000000000000e+02,3.185930467422578349e+00,0.000000000000000000e+00,3.747688353751174617e+01,0.000000000000000000e+00,1.000019320629109032e+00
