offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
3.200000000000000000e+03,1.500000000000000000e+02,-3.711195915663211053e+01,-3.711195915663211053e+01,-5.202534712256292551e+03,-5.202534712256292551e+03,-1.905648590410386811e+00,-5.174475672583752385e+03,-3.355527253177854163e+01,-3.355527253177854163e+01,-1.904762936446785515e+00
3.167839195979899614e+03,1.500000000000000000e+02,-3.711110872516064774e+01,-3.711110872516064774e+01,-5.202533752180748706e+03,-5.202533752180748706e+03,-1.907101672786334357e+00,-5.174477840515425669e+03,-3.355456442776630865e+01,-3.355456442776630865e+01,-1.906179144465295350e+00
3.135678391959799683e+03,1.500000000000000000e+02,-3.711023198318343930e+01,-3.711023198318343930e+01,-5.202532757130013124e+03,-5.202532757130013124e+03,-1.908600340274607454e+00,-5.174480085433329805e+03,-3.355383449813962216e+01,-3.355383449813962216e+01,-1.907639003718933690e+00
3.103517587939698387e+03,1.500000000000000000e+02,-3.710932783705220572e+01,-3.710932783705220572e+01,-5.202531725389602798e+03,-5.202531725389602798e+03,-1.910146526049059323e+00,-5.174482411020634572e+03,-3.355308183734163663e+01,-3.355308183734163663e+01,-1.909144325311465717e+00
3.071356783919598456e+03,1.500000000000000000e+02,-3.710839513582322979e+01,-3.710839513582322979e+01,-5.202530655139037663e+03,-5.202530655139037663e+03,-1.911742267107938487e+00,-5.174484821183179520e+03,-3.355230549241014160e+01,-3.355230549241014160e+01,-1.910697015182768022e+00
3.039195979899497615e+03,1.500000000000000000e+02,-3.710743266766257875e+01,-3.710743266766257875e+01,-5.202529544443899795e+03,-5.202529544443899795e+03,-1.913389711054785725e+00,-5.174487320065824861e+03,-3.355150445993604080e+01,-3.355150445993604080e+01,-1.912299080125855033e+00
3.007035175879397229e+03,1.500000000000000000e+02,-3.710643915593209385e+01,-3.710643915593209385e+01,-5.202528391247262334e+03,-5.202528391247262334e+03,-1.915091123385444405e+00,-5.174489912070215723e+03,-3.355067768287153740e+01,-3.355067768287153740e+01,-1.913952634254013185e+00
2.974874371859296389e+03,1.500000000000000000e+02,-3.710541325504163979e+01,-3.710541325504163979e+01,-5.202527193360248020e+03,-5.202527193360248020e+03,-1.916848895347741610e+00,-5.174492601874074353e+03,-3.354982404702059284e+01,-3.354982404702059284e+01,-1.915659905956245357e+00
2.942713567839196003e+03,1.500000000000000000e+02,-3.710435354586479662e+01,-3.710435354586479662e+01,-5.202525948451799195e+03,-5.202525948451799195e+03,-1.918665552430461219e+00,-5.174495394452233995e+03,-3.354894237730854911e+01,-3.354894237730854911e+01,-1.917423245384091146e+00
2.910552763819095617e+03,1.500000000000000000e+02,-3.710325853094946069e+01,-3.710325853094946069e+01,-5.202524654037513756e+03,-5.202524654037513756e+03,-1.920543763502323698e+00,-5.174498295099577263e+03,-3.354803143374033425e+01,-3.354803143374033425e+01,-1.919245132516331553e+00
2.878391959798995231e+03,1.500000000000000000e+02,-3.710212662922640448e+01,-3.710212662922640448e+01,-5.202523307467413360e+03,-5.202523307467413360e+03,-1.922486350709470271e+00,-5.174501309456015406e+03,-3.354708990707513294e+01,-3.354708990707513294e+01,-1.921128185853361314e+00
2.846231155778894390e+03,1.500000000000000000e+02,-3.710095617043771199e+01,-3.710095617043771199e+01,-5.202521905912567490e+03,-5.202521905912567490e+03,-1.924496300165065898e+00,-5.174504443533824997e+03,-3.354611641410065204e+01,-3.354611641410065204e+01,-1.923075171797771876e+00
2.814070351758794004e+03,1.500000000000000000e+02,-3.709974538896494778e+01,-3.709974538896494778e+01,-5.202520446350505154e+03,-5.202520446350505154e+03,-1.926576773527612696e+00,-5.174507703747523010e+03,-3.354510949260588859e+01,-3.354510949260588859e+01,-1.925089014783831098e+00
2.781909547738694073e+03,1.500000000000000000e+02,-3.709849241728352354e+01,-3.709849241728352354e+01,-5.202518925549188680e+03,-5.202518925549188680e+03,-1.928731120520545073e+00,-5.174511096946543148e+03,-3.354406759588800924e+01,-3.354406759588800924e+01,-1.927172808224845157e+00
2.749748743718592777e+03,1.500000000000000000e+02,-3.709719527884226409e+01,-3.709719527884226409e+01,-5.202517340049329505e+03,-5.202517340049329505e+03,-1.930962892538281128e+00,-5.174514630451109952e+03,-3.354298908682119418e+01,-3.354298908682119418e+01,-1.929329826354628574e+00
2.717587939698492846e+03,1.500000000000000000e+02,-3.709585188034361636e+01,-3.709585188034361636e+01,-5.202515686145177824e+03,-5.202515686145177824e+03,-1.933275857384273655e+00,-5.174518312091566258e+03,-3.354187223147800978e+01,-3.354187223147800978e+01,-1.931563537047587875e+00
2.685427135678392006e+03,1.500000000000000000e+02,-3.709446000341449690e+01,-3.709446000341449690e+01,-5.202513959863135824e+03,-5.202513959863135824e+03,-1.935674015286352079e+00,-5.174522150251599669e+03,-3.354071519214357977e+01,-3.354071519214357977e+01,-1.933877615710615228e+00
2.653266331658291165e+03,1.500000000000000000e+02,-3.709301729553681071e+01,-3.709301729553681071e+01,-5.202512156938399130e+03,-5.202512156938399130e+03,-1.938161616316401492e+00,-5.174526153915816394e+03,-3.353951601982407738e+01,-3.353951601982407738e+01,-1.936275960350648750e+00
2.621105527638191234e+03,1.500000000000000000e+02,-3.709152126024719109e+01,-3.709152126024719109e+01,-5.202510272789038936e+03,-5.202510272789038936e+03,-1.940743179336636093e+00,-5.174530332722105413e+03,-3.353827264603387448e+01,-3.353827264603387448e+01,-1.938762707932476737e+00
2.588944723618090393e+03,1.500000000000000000e+02,-3.708996924645271065e+01,-3.708996924645271065e+01,-5.202508302487505716e+03,-5.202508302487505716e+03,-1.943423512642921125e+00,-5.174534697019447776e+03,-3.353698287392353450e+01,-3.353698287392353450e+01,-1.941342252154777626e+00
2.556783919597990007e+03,1.500000000000000000e+02,-3.708835843685528744e+01,-3.708835843685528744e+01,-5.202506240729008823e+03,-5.202506240729008823e+03,-1.946207736474952821e+00,-5.174539257931798602e+03,-3.353564436860619935e+01,-3.353564436860619935e+01,-1.944019262786430113e+00
2.524623115577889621e+03,1.500000000000000000e+02,-3.708668583527878582e+01,-3.708668583527878582e+01,-5.202504081796588252e+03,-5.202504081796588252e+03,-1.949101307596768251e+00,-5.174544027428667505e+03,-3.353425464664087485e+01,-3.353425464664087485e+01,-1.946798706721323047e+00
2.492462311557788780e+03,1.500000000000000000e+02,-3.708494825300203956e+01,-3.708494825300203956e+01,-5.202501819522220103e+03,-5.202501819522220103e+03,-1.952110046132980337e+00,-5.174549018403417904e+03,-3.353281106453596294e+01,-3.353281106453596294e+01,-1.949685870928245635e+00
2.460301507537688394e+03,1.500000000000000000e+02,-3.708314229366442305e+01,-3.708314229366442305e+01,-5.202499447243811119e+03,-5.202499447243811119e+03,-1.955240164947485759e+00,-5.174554244760088295e+03,-3.353131080625462346e+01,-3.353131080625462346e+01,-1.952686387493246967e+00
2.428140703517588008e+03,1.500000000000000000e+02,-3.708126433697270841e+01,-3.708126433697270841e+01,-5.202496957757190103e+03,-5.202496957757190103e+03,-1.958498301809605158e+00,-5.174559721509873270e+03,-3.352975086951300909e+01,-3.352975086951300909e+01,-1.955806260974848776e+00
2.395979899497487622e+03,1.500000000000000000e+02,-3.707931052074900435e+01,-3.707931052074900435e+01,-5.202494343262643270e+03,-5.202494343262643270e+03,-1.961891554645065261e+00,-5.174565464878578496e+03,-3.352812805083976855e+01,-3.352812805083976855e+01,-1.959051898319290386e+00
2.363819095477387236e+03,1.500000000000000000e+02,-3.707727672137434638e+01,-3.707727672137434638e+01,-5.202491595305315059e+03,-5.202491595305315059e+03,-1.965427520260001337e+00,-5.174571492426344776e+03,-3.352643892919331847e+01,-3.352643892919331847e+01,-1.962430141612899082e+00
2.331658291457286396e+03,1.500000000000000000e+02,-3.707515853233826419e+01,-3.707515853233826419e+01,-5.202488704708506702e+03,-5.202488704708506702e+03,-1.969114336850147362e+00,-5.174577823181442000e+03,-3.352467984800887280e+01,-3.352467984800887280e+01,-1.965948303982894885e+00
2.299497487437186010e+03,1.500000000000000000e+02,-3.707295124069651138e+01,-3.707295124069651138e+01,-5.202485661498943045e+03,-5.202485661498943045e+03,-1.972960730798858586e+00,-5.174584477789913763e+03,-3.352284689550197072e+01,-3.352284689550197072e+01,-1.969614208996693261e+00
2.267336683417085624e+03,1.500000000000000000e+02,-3.707064980126347109e+01,-3.707064980126347109e+01,-5.202482454822960790e+03,-5.202482454822960790e+03,-1.976976068221879324e+00,-5.174591478683317291e+03,-3.352093588302159333e+01,-3.352093588302159333e+01,-1.973436233954539931e+00
