r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.835188,1.835188,150.784195,0.0,0.0,0.0,2.911096,0.0,0.0,0.0,0.0,33.59006,33.59006,0.003113,1.835188,33.59006,0.0,0.0,auto,5172.548016,0.0,0.0
