Date : 6/5/2019	Time : 13:40:01	
C:\UVWINLAB\DNA941U1.SP	
15.00	0.5973
15.50	0.5975
16.00	0.5979
16.50	0.5981
17.00	0.5984
17.50	0.5988
18.00	0.5991
18.50	0.5994
19.00	0.5999
19.50	0.6002
20.00	0.6007
20.50	0.6010
21.00	0.6013
21.50	0.6018
22.00	0.6023
22.50	0.6026
23.00	0.6033
23.50	0.6041
24.00	0.6047
24.50	0.6055
25.00	0.6061
25.50	0.6067
26.00	0.6077
26.50	0.6084
27.00	0.6094
27.50	0.6102
28.00	0.6115
28.50	0.6127
29.00	0.6140
29.50	0.6151
30.00	0.6167
30.50	0.6183
31.00	0.6199
31.50	0.6215
32.00	0.6236
32.50	0.6258
33.00	0.6277
33.50	0.6295
34.00	0.6320
34.50	0.6354
35.00	0.6378
35.50	0.6414
36.00	0.6445
36.50	0.6468
37.00	0.6502
37.50	0.6539
38.00	0.6586
38.50	0.6635
39.00	0.6679
39.50	0.6721
40.00	0.6773
40.50	0.6813
41.00	0.6865
41.50	0.6914
42.00	0.6956
42.50	0.6999
43.00	0.7045
43.50	0.7081
44.00	0.7117
44.50	0.7153
45.00	0.7184
45.50	0.7216
46.00	0.7244
46.50	0.7266
47.00	0.7287
47.50	0.7305
48.00	0.7322
48.50	0.7335
49.00	0.7346
49.50	0.7358
50.00	0.7367
50.50	0.7378
51.10	0.7385
51.60	0.7393
52.10	0.7399
52.60	0.7406
53.10	0.7412
53.60	0.7417
54.10	0.7423
54.60	0.7428
55.10	0.7435
55.60	0.7439
56.10	0.7443
56.60	0.7455
57.10	0.7461
57.60	0.7466
58.10	0.7471
58.60	0.7470
59.10	0.7472
59.60	0.7478
60.10	0.7488
60.60	0.7492
61.10	0.7494
61.60	0.7497
62.10	0.7509
62.60	0.7509
63.10	0.7520
63.60	0.7519
64.10	0.7521
64.60	0.7529
65.10	0.7534
65.60	0.7539
66.10	0.7545
66.60	0.7547
67.10	0.7553
67.60	0.7557
68.10	0.7560
68.60	0.7565
69.10	0.7572
69.60	0.7577
70.10	0.7584
70.60	0.7587
71.10	0.7592
71.60	0.7597
72.10	0.7603
72.60	0.7604
73.10	0.7611
73.60	0.7613
74.10	0.7618
74.60	0.7624
