filename,mds,bds,mss,bss,delH,Tm(K),Tm(C),delS,delG_25C,delG_37C,Ct,redchi2,aic,bic,mode
20210202_probe21_melting2_a6dna_c21t4_ph6p8nb.txt,0.0005218184699078589,0.4796014366152296,0.00041466357865200024,0.5502578016983319,-78.14589765345994,297.43959311916905,24.27959311916902,-0.23608161614324927,-7.755802984188733,-4.922823590469747,3.0,0.002833368921507539,-1552.4683940472944,-1538.3258978791177,duplex
avg,0.0005218184699078589,0.4796014366152296,0.00041466357865200024,0.5502578016983319,-78.14589765345994,297.43959311916905,24.27959311916902,-0.23608161614324927,-7.755802984188733,-4.922823590469747,3.0,0.002833368921507539,-1552.4683940472944,-1538.3258978791177,duplex
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
