Folder,Offset,SLP,Dly,Int,Int_err,nInt,nInt_err
1400,0,50,0.0,1.0,0.00738881784434,1.0,0.00738881784434
1400,0,50,0.005,0.8176,0.00738881784434,0.8176,0.00903720382136
1400,0,50,0.01,0.6687,0.00738881784434,0.6687,0.0110495257131
1400,0,50,0.015,0.5849,0.00738881784434,0.5849,0.0126326172753
1400,0,50,0.02,0.5227,0.00738881784434,0.5227,0.0141358673127
1400,0,50,0.025,0.4199,0.00738881784434,0.4199,0.0175966131087
1400,0,50,0.03,0.3474,0.00738881784434,0.3474,0.021268905712
1401,0,100,0.0,1.0,0.0114205851897,1.0,0.0114205851897
1401,0,100,0.005,0.8155,0.0114205851897,0.8155,0.0140043963087
1401,0,100,0.01,0.7131,0.0114205851897,0.7131,0.0160154048376
1401,0,100,0.015,0.5851,0.0114205851897,0.5851,0.0195190312591
1401,0,100,0.02,0.5138,0.0114205851897,0.5138,0.0222276862392
1401,0,100,0.025,0.4303,0.0114205851897,0.4303,0.026540983476
1401,0,100,0.03,0.3684,0.0114205851897,0.3684,0.0310005026865
1402,0,150,0.0,1.0,0.00748230950939,1.0,0.00748230950939
1402,0,150,0.005,0.8382,0.00748230950939,0.8382,0.00892663983464
1402,0,150,0.01,0.7133,0.00748230950939,0.7133,0.0104897091117
1402,0,150,0.015,0.6085,0.00748230950939,0.6085,0.0122963180105
1402,0,150,0.02,0.5243,0.00748230950939,0.5243,0.0142710461747
1402,0,150,0.025,0.444,0.00748230950939,0.444,0.0168520484446
1402,0,150,0.03,0.3701,0.00748230950939,0.3701,0.020216994081
1403,0,200,0.0,1.0,0.0078216723623,1.0,0.0078216723623
1403,0,200,0.005,0.8438,0.0078216723623,0.8438,0.00926958089867
1403,0,200,0.01,0.7251,0.0078216723623,0.7251,0.0107870257376
1403,0,200,0.015,0.6065,0.0078216723623,0.6065,0.0128964095009
1403,0,200,0.02,0.5206,0.0078216723623,0.5206,0.0150243418408
1403,0,200,0.025,0.4434,0.0078216723623,0.4434,0.0176402173259
1403,0,200,0.03,0.3821,0.0078216723623,0.3821,0.020470223403
1404,0,250,0.0,1.0,0.0112314902908,1.0,0.0112314902908
1404,0,250,0.005,0.8497,0.0112314902908,0.8497,0.0132181832303
1404,0,250,0.01,0.7249,0.0112314902908,0.7249,0.0154938478283
1404,0,250,0.015,0.6184,0.0112314902908,0.6184,0.0181621770549
1404,0,250,0.02,0.5297,0.0112314902908,0.5297,0.0212034930919
1404,0,250,0.025,0.4609,0.0112314902908,0.4609,0.0243686055343
1404,0,250,0.03,0.3898,0.0112314902908,0.3898,0.0288134691913
1405,0,300,0.0,1.0,0.00624332913195,1.0,0.00624332913195
1405,0,300,0.005,0.8422,0.00624332913195,0.8422,0.00741311936826
1405,0,300,0.01,0.7219,0.00624332913195,0.7219,0.00864846811463
1405,0,300,0.015,0.6226,0.00624332913195,0.6226,0.0100278334917
1405,0,300,0.02,0.5392,0.00624332913195,0.5392,0.0115788745029
1405,0,300,0.025,0.447,0.00624332913195,0.447,0.0139671792661
1405,0,300,0.03,0.3948,0.00624332913195,0.3948,0.0158139035764
1406,0,400,0.0,1.0,0.00913788137359,1.0,0.00913788137359
1406,0,400,0.005,0.8657,0.00913788137359,0.8657,0.0105554827002
1406,0,400,0.01,0.7283,0.00913788137359,0.7283,0.0125468644427
1406,0,400,0.015,0.6257,0.00913788137359,0.6257,0.0146042534339
1406,0,400,0.02,0.5365,0.00913788137359,0.5365,0.0170323977141
1406,0,400,0.025,0.4646,0.00913788137359,0.4646,0.0196682767404
1406,0,400,0.03,0.4049,0.00913788137359,0.4049,0.0225682424638
1407,0,500,0.0,1.0,0.00876764346696,1.0,0.00876764346696
1407,0,500,0.005,0.8567,0.00876764346696,0.8567,0.0102342050507
1407,0,500,0.01,0.735,0.00876764346696,0.735,0.0119287666217
1407,0,500,0.015,0.6294,0.00876764346696,0.6294,0.0139301612122
1407,0,500,0.02,0.5521,0.00876764346696,0.5521,0.0158805351693
1407,0,500,0.025,0.4658,0.00876764346696,0.4658,0.0188227639909
1407,0,500,0.03,0.4034,0.00876764346696,0.4034,0.0217343665517
1408,0,600,0.0,1.0,0.0180912458533,1.0,0.0180912458533
1408,0,600,0.005,0.8536,0.0180912458533,0.8536,0.021194055592
1408,0,600,0.01,0.7373,0.0180912458533,0.7373,0.0245371569962
1408,0,600,0.015,0.6401,0.0180912458533,0.6401,0.0282631555277
1408,0,600,0.02,0.5541,0.0180912458533,0.5541,0.0326497849726
1408,0,600,0.025,0.4772,0.0180912458533,0.4772,0.0379112444537
1408,0,600,0.03,0.4167,0.0180912458533,0.4167,0.0434155168066
1409,0,700,0.0,1.0,0.00821516950635,1.0,0.00821516950635
1409,0,700,0.005,0.8692,0.00821516950635,0.8692,0.0094514145264
1409,0,700,0.01,0.7482,0.00821516950635,0.7482,0.0109799111285
1409,0,700,0.015,0.6485,0.00821516950635,0.6485,0.0126679560622
1409,0,700,0.02,0.5626,0.00821516950635,0.5626,0.0146021498513
1409,0,700,0.025,0.4888,0.00821516950635,0.4888,0.0168068115924
1409,0,700,0.03,0.4193,0.00821516950635,0.4193,0.0195925816989
1410,0,900,0.0,1.0,0.008102557852,1.0,0.008102557852
1410,0,900,0.005,0.8586,0.008102557852,0.8586,0.00943694136036
1410,0,900,0.01,0.7563,0.008102557852,0.7563,0.0107134177602
1410,0,900,0.015,0.655,0.008102557852,0.655,0.0123703173313
1410,0,900,0.02,0.5727,0.008102557852,0.5727,0.0141479969478
1410,0,900,0.025,0.4965,0.008102557852,0.4965,0.0163193511621
1410,0,900,0.03,0.4353,0.008102557852,0.4353,0.0186137327177
1411,0,1000,0.0,1.0,0.00678900608114,1.0,0.00678900608114
1411,0,1000,0.005,0.8689,0.00678900608114,0.8689,0.00781333419396
1411,0,1000,0.01,0.759,0.00678900608114,0.759,0.00894467204366
1411,0,1000,0.015,0.6686,0.00678900608114,0.6686,0.0101540623409
1411,0,1000,0.02,0.5778,0.00678900608114,0.5778,0.0117497509192
1411,0,1000,0.025,0.502,0.00678900608114,0.502,0.0135239164963
1411,0,1000,0.03,0.4346,0.00678900608114,0.4346,0.0156212749221
1412,0,1200,0.0,1.0,0.00780575968882,1.0,0.00780575968882
1412,0,1200,0.005,0.8711,0.00780575968882,0.8711,0.00896080781634
1412,0,1200,0.01,0.7627,0.00780575968882,0.7627,0.0102343774601
1412,0,1200,0.015,0.6618,0.00780575968882,0.6618,0.0117947411436
1412,0,1200,0.02,0.5667,0.00780575968882,0.5667,0.0137740598003
1412,0,1200,0.025,0.5111,0.00780575968882,0.5111,0.0152724705318
1412,0,1200,0.03,0.4406,0.00780575968882,0.4406,0.0177162044685
1413,0,1600,0.0,1.0,0.00619665382975,1.0,0.00619665382975
1413,0,1600,0.005,0.8569,0.00619665382975,0.8569,0.00723147838692
1413,0,1600,0.01,0.7601,0.00619665382975,0.7601,0.00815241919452
1413,0,1600,0.015,0.6679,0.00619665382975,0.6679,0.00927781678358
1413,0,1600,0.02,0.5833,0.00619665382975,0.5833,0.0106234421906
1413,0,1600,0.025,0.5012,0.00619665382975,0.5012,0.0123636349357
1413,0,1600,0.03,0.434,0.00619665382975,0.434,0.014278004216
1414,0,2000,0.0,1.0,0.00849371717094,1.0,0.00849371717094
1414,0,2000,0.005,0.8852,0.00849371717094,0.8852,0.00959525211358
1414,0,2000,0.01,0.7593,0.00849371717094,0.7593,0.011186246768
1414,0,2000,0.015,0.6728,0.00849371717094,0.6728,0.0126244309913
1414,0,2000,0.02,0.5772,0.00849371717094,0.5772,0.014715379714
1414,0,2000,0.025,0.5064,0.00849371717094,0.5064,0.0167727432286
1414,0,2000,0.03,0.4482,0.00849371717094,0.4482,0.0189507299664
1415,0,2500,0.0,1.0,0.00732751436039,1.0,0.00732751436039
1415,0,2500,0.005,0.8681,0.00732751436039,0.8681,0.00844086437092
1415,0,2500,0.01,0.759,0.00732751436039,0.759,0.00965416911778
1415,0,2500,0.015,0.6559,0.00732751436039,0.6559,0.0111716944052
1415,0,2500,0.02,0.5823,0.00732751436039,0.5823,0.0125837443936
1415,0,2500,0.025,0.5094,0.00732751436039,0.5094,0.0143845982732
1415,0,2500,0.03,0.4478,0.00732751436039,0.4478,0.0163633639133
1416,0,3000,0.0,1.0,0.0199796919441,1.0,0.0199796919441
1416,0,3000,0.005,0.8653,0.0199796919441,0.8653,0.0230899017036
1416,0,3000,0.01,0.7629,0.0199796919441,0.7629,0.0261891361176
1416,0,3000,0.015,0.662,0.0199796919441,0.662,0.0301808035409
1416,0,3000,0.02,0.5827,0.0199796919441,0.5827,0.0342881275855
1416,0,3000,0.025,0.5061,0.0199796919441,0.5061,0.0394777552739
1416,0,3000,0.03,0.4455,0.0199796919441,0.4455,0.044847793365
1417,-75,200,0.0,1.0,0.012020419594,1.0,0.012020419594
1417,-75,200,0.005,0.8564,0.012020419594,0.8564,0.014035987382
1417,-75,200,0.01,0.7395,0.012020419594,0.7395,0.0162547932305
1417,-75,200,0.015,0.6302,0.012020419594,0.6302,0.0190739758711
1417,-75,200,0.02,0.5486,0.012020419594,0.5486,0.021911082016
1417,-75,200,0.025,0.4753,0.012020419594,0.4753,0.0252901737723
1417,-75,200,0.03,0.4118,0.012020419594,0.4118,0.02918994559
1418,-125,200,0.0,1.0,0.0068355985517,1.0,0.0068355985517
1418,-125,200,0.005,0.8882,0.0068355985517,0.8882,0.00769601278056
1418,-125,200,0.01,0.7826,0.0068355985517,0.7826,0.00873447297687
