delay(s),vol_rel
0.0,1.0
0.01,0.732193359496
0.015,0.629555645311
0.02,0.559325917021
0.03,0.414245284481
0.05,0.215496464382
0.07,0.0752034539032
0.1,-0.125241826417
0.15,-0.275423343696
0.2,-0.335087192934
0.25,-0.366222191445
0.3,-0.373325818454
0.5,-0.350282485087
0.7,-0.319468735092
1.0,-0.219319754522
