Date : 9/6/2018	Time : 21:46:34	
C:\UVWINLAB\DNA21U1.SP	
15.00	0.5630
15.50	0.5649
16.00	0.5652
16.50	0.5673
17.00	0.5694
17.50	0.5708
18.00	0.5723
18.50	0.5738
19.00	0.5759
19.50	0.5788
20.00	0.5807
20.50	0.5827
21.00	0.5850
21.50	0.5873
22.00	0.5898
22.50	0.5926
23.00	0.5958
23.50	0.5984
24.00	0.6024
24.50	0.6052
25.00	0.6086
25.50	0.6115
26.00	0.6154
26.50	0.6192
27.00	0.6220
27.50	0.6262
28.00	0.6293
28.50	0.6325
29.00	0.6363
29.50	0.6401
30.00	0.6443
30.50	0.6476
31.00	0.6507
31.50	0.6545
32.00	0.6570
32.50	0.6599
33.00	0.6624
33.50	0.6647
34.00	0.6667
34.50	0.6693
35.00	0.6709
35.50	0.6736
36.00	0.6746
36.50	0.6758
37.00	0.6773
37.50	0.6789
38.00	0.6797
38.50	0.6810
39.00	0.6821
39.50	0.6828
40.00	0.6833
40.50	0.6837
41.00	0.6845
41.50	0.6849
42.00	0.6853
42.50	0.6860
43.00	0.6867
43.50	0.6867
44.00	0.6871
44.50	0.6876
45.00	0.6879
45.50	0.6889
46.00	0.6888
46.50	0.6901
47.00	0.6904
47.50	0.6904
48.00	0.6909
48.50	0.6908
49.00	0.6918
49.50	0.6923
50.00	0.6926
50.50	0.6934
51.00	0.6937
51.50	0.6944
52.00	0.6943
52.50	0.6951
53.00	0.6950
53.50	0.6952
54.00	0.6963
54.50	0.6963
55.00	0.6977
55.50	0.6976
56.00	0.6977
56.50	0.6982
57.00	0.6989
57.50	0.6991
58.00	0.6998
58.50	0.7005
59.00	0.7010
59.50	0.7007
60.00	0.7014
60.50	0.7017
61.00	0.7024
61.50	0.7023
62.00	0.7032
62.50	0.7041
63.00	0.7043
63.50	0.7047
64.00	0.7054
64.50	0.7058
65.00	0.7065
Date : 9/6/2018	Time : 22:52:47	


Date : 9/6/2018	Time : 22:52:47	
C:\UVWINLAB\DNA21D1.SP	
65.00	0.7085
64.50	0.7083
64.00	0.7087
63.50	0.7079
63.00	0.7076
62.50	0.7073
62.00	0.7075
61.50	0.7079
61.00	0.7068
60.50	0.7066
60.00	0.7072
59.50	0.7056
59.00	0.7056
58.50	0.7048
58.00	0.7049
57.50	0.7046
57.00	0.7042
56.50	0.7043
56.00	0.7035
55.50	0.7036
55.00	0.7028
54.50	0.7017
54.00	0.7018
53.50	0.7020
53.00	0.7008
52.50	0.7014
52.00	0.7002
51.50	0.7001
51.00	0.6995
50.50	0.6995
