r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.409658,1.409658,176.04,0.0,0.0,0.0,3.294285,0.0,0.0,0.0,0.0,18.168481,18.168481,0.005031,1.409658,18.168481,0.0,0.0,auto,2909.49656,0.0,0.0
