Date : 9/3/2019	Time : 13:41:17	
C:\UVWINLAB\DNA21U1.SP	
15.00	0.6057
15.20	0.6059
15.40	0.6063
15.60	0.6067
15.80	0.6070
16.00	0.6070
16.20	0.6074
16.40	0.6078
16.60	0.6083
16.80	0.6088
17.00	0.6090
17.20	0.6095
17.40	0.6098
17.60	0.6101
17.80	0.6103
18.00	0.6106
18.20	0.6108
18.40	0.6115
18.60	0.6119
18.80	0.6122
19.00	0.6126
19.20	0.6132
19.40	0.6137
19.60	0.6140
19.80	0.6143
20.00	0.6148
20.20	0.6155
20.40	0.6158
20.60	0.6163
20.80	0.6168
21.00	0.6174
21.20	0.6180
21.40	0.6183
21.60	0.6190
21.80	0.6195
22.00	0.6200
22.20	0.6207
22.40	0.6212
22.60	0.6218
22.80	0.6224
23.00	0.6233
23.20	0.6245
23.40	0.6250
23.60	0.6257
23.80	0.6264
24.00	0.6270
24.20	0.6277
24.40	0.6283
24.60	0.6293
24.80	0.6301
25.00	0.6310
25.20	0.6320
25.40	0.6328
25.60	0.6338
25.80	0.6346
26.00	0.6356
26.20	0.6365
26.40	0.6376
26.60	0.6386
26.80	0.6394
27.00	0.6404
27.20	0.6416
27.40	0.6425
27.60	0.6438
27.80	0.6446
28.00	0.6460
28.20	0.6473
28.40	0.6483
28.60	0.6499
28.80	0.6511
29.00	0.6526
29.20	0.6533
29.40	0.6547
29.60	0.6560
29.80	0.6571
30.00	0.6584
30.20	0.6597
30.40	0.6616
30.60	0.6627
30.80	0.6644
31.00	0.6656
31.20	0.6671
31.40	0.6687
31.60	0.6702
31.80	0.6715
32.00	0.6732
32.20	0.6747
32.50	0.6763
32.70	0.6782
33.00	0.6802
33.20	0.6817
33.50	0.6835
33.70	0.6852
34.00	0.6868
34.20	0.6878
34.50	0.6899
34.70	0.6913
35.00	0.6934
35.20	0.6947
35.50	0.6963
35.70	0.6972
36.00	0.6989
36.20	0.7001
36.50	0.7011
36.70	0.7018
37.00	0.7029
37.20	0.7040
37.50	0.7053
37.70	0.7061
38.00	0.7072
38.20	0.7080
38.50	0.7090
38.70	0.7097
39.00	0.7105
39.20	0.7111
39.50	0.7119
39.70	0.7128
40.00	0.7135
40.20	0.7139
40.50	0.7143
40.70	0.7143
41.00	0.7156
41.20	0.7161
41.50	0.7167
41.70	0.7171
42.00	0.7179
42.20	0.7182
42.50	0.7185
42.70	0.7185
43.00	0.7194
43.20	0.7198
43.50	0.7203
43.70	0.7208
44.00	0.7212
44.20	0.7215
44.50	0.7220
44.70	0.7220
45.00	0.7230
Date : 9/3/2019	Time : 14:24:28	


Date : 9/3/2019	Time : 14:24:28	
C:\UVWINLAB\DNA21D1.SP	
