filename,mds,bds,mss,bss,delH,Tm(K),Tm(C),delS,delG_25C,delG_37C,Ct,redchi2,aic,bic,mode
20210203_probe21_melting1_a6dna_t16t9_ph5p4hsnb.txt,0.00022721618674643044,0.6313895574624666,0.0005338075924258588,0.7260510837281098,-87.74926628413236,309.9998278025413,36.839827802541265,-0.2564152898385225,-11.296483465878481,-8.219499987816206,3.0,0.014354417735092181,-1577.8802277843656,-1564.0532439345334,duplex
avg,0.00022721618674643044,0.6313895574624666,0.0005338075924258588,0.7260510837281098,-87.74926628413236,309.9998278025413,36.839827802541265,-0.2564152898385225,-11.296483465878481,-8.219499987816206,3.0,0.014354417735092181,-1577.8802277843656,-1564.0532439345334,duplex
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
