delay(s),vol_rel
0.0,1.0
0.01,0.254397867789
0.03,-0.418460367789
0.05,-0.444335214411
0.07,-0.700189011297
0.1,-0.716203074425
0.15,-0.701784599843
0.2,-0.676748371025
0.25,-0.658794281136
0.3,-0.632718457128
0.5,-0.535026259282
0.7,-0.426597307432
1.0,-0.271955721509
1.5,-0.0452012682731
2.0,0.139761656688
2.5,0.311711758764
3.0,0.466372649093
