param,fitval,fiterror
pB,0.00400,0.00000
pC,-0.00000,0.00000
dwB,3.73682,0.01758
dwC,0.00000,0.00000
kexAB,134.92771,18.55196
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.67080,0.00380
R2,19.74910,0.10155
rchi2,15.21319,0.0
