param,fitval,fiterror
pB,0.00400,0.00000
pC,0.00000,0.00000
dwB,3.84686,0.07431
dwC,0.00000,0.00000
kexAB,134.92771,18.55196
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.26281,0.01425
R2,12.96446,0.25942
rchi2,15.21319,0.0
