Date : 3/6/2018	Time : 08:05:37	
C:\UVWINLAB\DNA141U1.SP	
15.00	0.6264
15.50	0.6264
16.00	0.6271
16.50	0.6272
17.00	0.6277
17.50	0.6276
18.00	0.6280
18.50	0.6284
19.00	0.6280
19.50	0.6288
20.00	0.6286
20.50	0.6288
21.00	0.6291
21.50	0.6295
22.00	0.6300
22.50	0.6305
23.00	0.6304
23.50	0.6310
24.00	0.6307
24.50	0.6310
25.00	0.6317
25.50	0.6320
26.00	0.6320
26.50	0.6325
27.00	0.6330
27.50	0.6332
28.00	0.6330
28.50	0.6344
29.00	0.6348
29.50	0.6358
30.00	0.6352
30.50	0.6359
31.00	0.6366
31.50	0.6371
32.00	0.6373
32.50	0.6384
33.00	0.6391
33.50	0.6396
34.00	0.6403
34.50	0.6413
35.00	0.6417
35.50	0.6421
36.00	0.6437
36.50	0.6441
37.00	0.6453
37.50	0.6463
38.00	0.6473
38.50	0.6486
39.00	0.6502
39.50	0.6513
40.00	0.6525
40.50	0.6538
41.00	0.6559
41.50	0.6577
42.00	0.6597
42.50	0.6620
43.00	0.6639
43.50	0.6665
44.00	0.6692
44.50	0.6725
45.00	0.6748
45.50	0.6780
46.00	0.6819
46.50	0.6859
47.00	0.6890
47.50	0.6928
48.00	0.6963
48.50	0.7012
49.00	0.7046
49.50	0.7093
50.00	0.7129
50.50	0.7170
51.00	0.7201
51.50	0.7233
52.00	0.7263
52.50	0.7305
53.00	0.7326
53.50	0.7365
54.00	0.7389
54.50	0.7408
55.00	0.7435
55.50	0.7447
56.00	0.7464
56.50	0.7486
57.00	0.7503
57.50	0.7518
58.00	0.7531
58.50	0.7540
59.00	0.7554
59.50	0.7563
60.00	0.7573
60.50	0.7577
61.00	0.7589
61.50	0.7602
62.00	0.7597
62.50	0.7611
63.00	0.7610
63.50	0.7618
64.00	0.7619
64.50	0.7623
65.00	0.7626
65.50	0.7634
66.00	0.7640
66.50	0.7642
67.00	0.7643
67.50	0.7650
68.00	0.7655
68.50	0.7654
69.00	0.7662
69.50	0.7667
70.00	0.7670
70.50	0.7673
71.00	0.7678
71.50	0.7672
72.00	0.7679
72.50	0.7684
73.00	0.7684
73.50	0.7686
74.00	0.7687
74.50	0.7691
75.00	0.7697
