delay(s),vol_rel
0.0,1.0
0.01,0.517911282227
0.03,-0.115724053812
0.05,-0.421872759215
0.07,-0.557580090743
0.1,-0.636669189459
0.15,-0.677172033762
0.2,-0.647800850426
0.25,-0.630437228935
0.3,-0.60568872383
0.5,-0.515351573252
0.7,-0.42449660195
1.0,-0.288402805139
1.5,-0.0879751873611
2.0,0.105030729275
2.5,0.249763402842
3.0,0.393970417116
