filename,mds,bds,mss,bss,delH,Tm(K),Tm(C),delS,delG_25C,delG_37C,Ct,redchi2,aic,bic,mode
20210217_probe21_melting3_a6dna_rc16_ph5p4nb.txt,0.0007237646061613592,0.5982156469874061,0.0003917033116798936,0.6923774637777422,-79.30588604596008,299.2908913016551,26.130891301655083,-0.23833226717075637,-8.244737266327348,-5.384750060278279,3.0,0.014157251394398386,-1815.3402533427745,-1799.1912851415746,duplex
avg,0.0007237646061613592,0.5982156469874061,0.0003917033116798936,0.6923774637777422,-79.30588604596008,299.2908913016551,26.130891301655083,-0.23833226717075637,-8.244737266327348,-5.384750060278279,3.0,0.014157251394398386,-1815.3402533427745,-1799.1912851415746,duplex
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
