param,fitval,fiterror
pB,0.01000,0.00000
pC,-0.00000,0.00000
dwB,2.76255,0.00986
dwC,0.00000,0.00000
kexAB,89.71687,11.06622
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,3.28300,0.00640
R2,18.85882,0.15593
rchi2,31.80325,0.0
