param,fitval,fiterror
pB,0.01000,0.00000
pC,0.00000,0.00000
dwB,-2.23916,0.07301
dwC,0.00000,0.00000
kexAB,89.71687,11.06622
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,1.24433,0.00886
R2,5.21839,0.30843
rchi2,31.80325,0.0
