r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.718412,1.718412,150.7,0.0,0.0,0.0,3.489088,0.0,0.0,0.0,0.0,16.447924,16.447924,0.002509,1.718412,16.447924,0.0,0.0,auto,1321.13902,0.0,0.0
