offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
2.400000000000000000e+03,2.000000000000000000e+02,-3.531533964511618251e+01,-3.531533964511618251e+01,-2.929662009583427789e+03,-2.929662009583427789e+03,-1.670607112717721776e+00,-2.911255188430193357e+03,-2.776556205179167591e+01,-2.776556205179167591e+01,-1.664282896418069368e+00
2.375879396984924824e+03,2.000000000000000000e+02,-3.531283245083841393e+01,-3.531283245083841393e+01,-2.929659102145699308e+03,-2.929659102145699308e+03,-1.674569771224089010e+00,-2.911262055035699177e+03,-2.776371914499759441e+01,-2.776371914499759441e+01,-1.667968710005557131e+00
2.351758793969849194e+03,2.000000000000000000e+02,-3.531024698727605937e+01,-3.531024698727605937e+01,-2.929656080012783150e+03,-2.929656080012783150e+03,-1.678660644689542680e+00,-2.911269179355183496e+03,-2.776181978620934387e+01,-2.776181978620934387e+01,-1.671767427580240106e+00
2.327638190954774018e+03,2.000000000000000000e+02,-3.530757997527598491e+01,-3.530757997527598491e+01,-2.929652937132228544e+03,-2.929652937132228544e+03,-1.682885402369379779e+00,-2.911276574382619401e+03,-2.775986165184326637e+01,-2.775986165184326637e+01,-1.675683696311994542e+00
2.303517587939698387e+03,2.000000000000000000e+02,-3.530482796286423763e+01,-3.530482796286423763e+01,-2.929649667051128745e+03,-2.929649667051128745e+03,-1.687250034315350700e+00,-2.911284253937692938e+03,-2.775784229783675983e+01,-2.775784229783675983e+01,-1.679722404329500485e+00
2.279396984924623212e+03,2.000000000000000000e+02,-3.530198731425753067e+01,-3.530198731425753067e+01,-2.929646262884277348e+03,-2.929646262884277348e+03,-1.691760873613702643e+00,-2.911292232729321313e+03,-2.775575915208560218e+01,-2.775575915208560218e+01,-1.683888695829657056e+00
2.255276381909547581e+03,2.000000000000000000e+02,-3.529905419803480981e+01,-3.529905419803480981e+01,-2.929642717279282351e+03,-2.929642717279282351e+03,-1.696424620451489229e+00,-2.911300526424915915e+03,-2.775360950634978963e+01,-2.775360950634978963e+01,-1.688187987300352910e+00
2.231155778894472405e+03,2.000000000000000000e+02,-3.529602457443024832e+01,-3.529602457443024832e+01,-2.929639022378477421e+03,-2.929639022378477421e+03,-1.701248368191067062e+00,-2.911309151726006348e+03,-2.775139050752432013e+01,-2.775139050752432013e+01,-1.692625984952035756e+00
2.207035175879396775e+03,2.000000000000000000e+02,-3.529289418165535608e+01,-3.529289418165535608e+01,-2.929635169777092869e+03,-2.929635169777092869e+03,-1.706239631637653797e+00,-2.911318126450867112e+03,-2.774909914826912427e+01,-2.774909914826912427e+01,-1.697208703461250856e+00
2.182914572864321599e+03,2.000000000000000000e+02,-3.528965852117471513e+01,-3.528965852117471513e+01,-2.929631150477497613e+03,-2.929631150477497613e+03,-1.711406377711807592e+00,-2.911327469624944115e+03,-2.774673225693004497e+01,-2.774673225693004497e+01,-1.701942486140080479e+00
2.158793969849246423e+03,2.000000000000000000e+02,-3.528631284179164140e+01,-3.528631284179164140e+01,-2.929626954838869096e+03,-2.929626954838869096e+03,-1.716757058780961076e+00,-2.911337201579890007e+03,-2.774428648667208108e+01,-2.774428648667208108e+01,-1.706834026656416148e+00
2.134673366834170793e+03,2.000000000000000000e+02,-3.528285212256787418e+01,-3.528285212256787418e+01,-2.929622572521911934e+03,-2.929622572521911934e+03,-1.722300648881132989e+00,-2.911347344062160573e+03,-2.774175830377816965e+01,-2.774175830377816965e+01,-1.711890392442303011e+00
2.110552763819095617e+03,2.000000000000000000e+02,-3.527927105428125287e+01,-3.527927105428125287e+01,-2.929617992428015896e+03,-2.929617992428015896e+03,-1.728046683159349950e+00,-2.911357920352253132e+03,-2.773914397502903739e+01,-2.773914397502903739e+01,-1.717119049941695508e+00
2.086432160804019986e+03,2.000000000000000000e+02,-3.527556401947322229e+01,-3.527556401947322229e+01,-2.929613202632220236e+03,-2.929613202632220236e+03,-1.734005300832254459e+00,-2.911368955395772446e+03,-2.773643955406760142e+01,-2.773643955406760142e+01,-1.722527891863879557e+00
