param,fitval,fiterror
pB,0.00150,0.00000
pC,0.00000,0.00000
dwB,3.96015,0.13934
dwC,0.00000,0.00000
kexAB,559.06146,61.99663
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.28101,0.01623
R2,12.59772,0.29710
rchi2,14.51859,0.0
