Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
A16_C8_Off,1,95,91,4,119.65255173302799,1.3148632058574505,0.9909296320833564,0.9905265046203944,30.36239311569373,40.13345623765145,119.65255173302799,13191.587467303481,1.1466748474861783
