delay(s),vol_rel
0.0,1.0
0.01,-0.278040217303
0.015,-0.623132980585
0.02,-0.80155811809
0.03,-0.972211381782
0.05,-1.07978930096
0.07,-1.11722816111
0.1,-1.12384966015
0.15,-1.10593141386
0.2,-1.07362789595
0.25,-1.03823026659
0.3,-1.00904125286
0.5,-0.873186127452
0.7,-0.733180657725
1.0,-0.516937857694
