param,fitval,fiterror
pB,0.00100,0.00000
pC,0.00000,0.00000
dwB,3.96476,0.21891
dwC,0.00000,0.00000
kexAB,582.71238,102.24970
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,2.29730,0.01496
R2,12.87021,0.31424
rchi2,17.19387,0.0
