Date : 6/1/2019	Time : 13:07:56	
C:\UVWINLAB\DNA921U1.SP	
15.00	0.5680
15.50	0.5685
16.00	0.5688
16.50	0.5693
17.00	0.5696
17.50	0.5700
18.00	0.5703
18.50	0.5707
19.00	0.5709
19.50	0.5713
20.00	0.5718
20.50	0.5725
21.00	0.5729
21.50	0.5737
22.00	0.5744
22.50	0.5752
23.00	0.5758
23.50	0.5765
24.00	0.5772
24.50	0.5783
25.00	0.5788
25.50	0.5797
26.00	0.5806
26.50	0.5815
27.00	0.5825
27.50	0.5836
28.00	0.5849
28.50	0.5861
29.00	0.5874
29.50	0.5889
30.00	0.5903
30.50	0.5920
31.00	0.5938
31.50	0.5957
32.00	0.5977
32.50	0.5995
33.00	0.6017
33.50	0.6040
34.00	0.6062
34.50	0.6089
35.00	0.6117
35.50	0.6145
36.00	0.6171
36.50	0.6191
37.00	0.6224
37.50	0.6259
38.00	0.6295
38.50	0.6322
39.00	0.6348
39.50	0.6382
40.00	0.6416
40.50	0.6447
41.00	0.6482
41.50	0.6513
42.00	0.6538
42.50	0.6566
43.00	0.6593
43.50	0.6613
44.00	0.6637
44.50	0.6656
45.00	0.6675
45.50	0.6691
46.00	0.6706
46.50	0.6722
47.00	0.6733
47.50	0.6745
48.00	0.6758
48.50	0.6767
49.00	0.6777
49.50	0.6784
50.00	0.6792
50.50	0.6798
51.00	0.6805
51.50	0.6810
52.00	0.6819
52.50	0.6824
53.00	0.6827
53.50	0.6834
54.00	0.6839
54.50	0.6843
55.00	0.6848
55.50	0.6853
56.00	0.6859
56.50	0.6861
57.00	0.6866
57.50	0.6872
58.00	0.6877
58.50	0.6878
59.00	0.6884
59.50	0.6888
60.00	0.6892
60.50	0.6897
61.00	0.6900
61.50	0.6905
62.00	0.6908
62.50	0.6913
63.00	0.6916
63.50	0.6922
64.00	0.6926
64.50	0.6928
65.00	0.6933
Date : 6/1/2019	Time : 14:28:30	


Date : 6/1/2019	Time : 14:28:30	
C:\UVWINLAB\DNA921D1.SP	
