Folder,Offset,SLP,Dly,Int,Int_err,nInt,nInt_err
1400,0,50,0.0,1.0,0.0075912454233,1.0,0.0075912454233
1400,0,50,0.006,0.7447,0.0075912454233,0.7447,0.0101936960163
1400,0,50,0.012,0.6076,0.0075912454233,0.6076,0.012493820644
1400,0,50,0.018,0.538,0.0075912454233,0.538,0.0141101216047
1400,0,50,0.024,0.4198,0.0075912454233,0.4198,0.0180830048197
1400,0,50,0.03,0.3254,0.0075912454233,0.3254,0.0233289656524
1401,0,100,0.0,1.0,0.0091617590747,1.0,0.0091617590747
1401,0,100,0.006,0.7548,0.0091617590747,0.7548,0.0121379955945
1401,0,100,0.012,0.6475,0.0091617590747,0.6475,0.0141494348644
1401,0,100,0.018,0.5132,0.0091617590747,0.5132,0.0178522195532
1401,0,100,0.024,0.406,0.0091617590747,0.406,0.022565909051
1401,0,100,0.03,0.3453,0.0091617590747,0.3453,0.0265327514471
1402,0,150,0.0,1.0,0.00764620187532,1.0,0.00764620187532
1402,0,150,0.006,0.7896,0.00764620187532,0.7896,0.00968363965973
1402,0,150,0.012,0.635,0.00764620187532,0.635,0.0120412627958
1402,0,150,0.018,0.5106,0.00764620187532,0.5106,0.014974935126
1402,0,150,0.024,0.4297,0.00764620187532,0.4297,0.0177942794399
1402,0,150,0.03,0.3324,0.00764620187532,0.3324,0.0230030140654
1403,0,200,0.0,1.0,0.00839357862605,1.0,0.00839357862605
1403,0,200,0.006,0.8054,0.00839357862605,0.8054,0.0104216272983
1403,0,200,0.012,0.6527,0.00839357862605,0.6527,0.0128597803371
1403,0,200,0.018,0.5246,0.00839357862605,0.5246,0.0159999592567
1403,0,200,0.024,0.4199,0.00839357862605,0.4199,0.0199894704121
1403,0,200,0.03,0.3472,0.00839357862605,0.3472,0.0241750536464
1404,0,250,0.0,1.0,0.00906173574058,1.0,0.00906173574058
1404,0,250,0.006,0.7895,0.00906173574058,0.7895,0.0114778160109
1404,0,250,0.012,0.6514,0.00906173574058,0.6514,0.0139111693899
1404,0,250,0.018,0.5331,0.00906173574058,0.5331,0.0169981912222
1404,0,250,0.024,0.4304,0.00906173574058,0.4304,0.0210542187281
1404,0,250,0.03,0.3451,0.00906173574058,0.3451,0.0262582895989
1405,0,300,0.0,1.0,0.0124010458439,1.0,0.0124010458439
1405,0,300,0.006,0.7684,0.0124010458439,0.7684,0.0161387894897
1405,0,300,0.012,0.6563,0.0124010458439,0.6563,0.0188953921132
1405,0,300,0.018,0.5382,0.0124010458439,0.5382,0.0230417053955
1405,0,300,0.024,0.4242,0.0124010458439,0.4242,0.029233960028
1405,0,300,0.03,0.3607,0.0124010458439,0.3607,0.0343804985968
1406,0,400,0.0,1.0,0.00659633078706,1.0,0.00659633078706
1406,0,400,0.006,0.7899,0.00659633078706,0.7899,0.00835084287513
1406,0,400,0.012,0.6565,0.00659633078706,0.6565,0.0100477239712
1406,0,400,0.018,0.5211,0.00659633078706,0.5211,0.0126584739725
1406,0,400,0.024,0.4275,0.00659633078706,0.4275,0.015430013537
1406,0,400,0.03,0.3524,0.00659633078706,0.3524,0.0187183052981
1407,0,500,0.0,1.0,0.00965399410199,1.0,0.00965399410199
1407,0,500,0.006,0.7785,0.00965399410199,0.7785,0.0124007631368
1407,0,500,0.012,0.6574,0.00965399410199,0.6574,0.0146851142409
1407,0,500,0.018,0.5403,0.00965399410199,0.5403,0.0178678402776
1407,0,500,0.024,0.4313,0.00965399410199,0.4313,0.0223834780941
1407,0,500,0.03,0.3505,0.00965399410199,0.3505,0.0275434924451
1408,0,600,0.0,1.0,0.00856725510647,1.0,0.00856725510647
1408,0,600,0.006,0.7872,0.00856725510647,0.7872,0.0108832000844
1408,0,600,0.012,0.6569,0.00856725510647,0.6569,0.013041947186
1408,0,600,0.018,0.5525,0.00856725510647,0.5525,0.0155063440841
1408,0,600,0.024,0.4264,0.00856725510647,0.4264,0.0200920616943
1408,0,600,0.03,0.3623,0.00856725510647,0.3623,0.0236468537303
1409,0,700,0.0,1.0,0.00741496101473,1.0,0.00741496101473
1409,0,700,0.006,0.7982,0.00741496101473,0.7982,0.00928960287488
1409,0,700,0.012,0.6748,0.00741496101473,0.6748,0.0109883832465
1409,0,700,0.018,0.5417,0.00741496101473,0.5417,0.0136883164385
1409,0,700,0.024,0.433,0.00741496101473,0.433,0.0171246212811
1409,0,700,0.03,0.3729,0.00741496101473,0.3729,0.0198845830376
1410,0,900,0.0,1.0,0.0611213773562,1.0,0.0611213773562
1410,0,900,0.006,0.8076,0.0611213773562,0.8076,0.075682735706
1410,0,900,0.012,0.7106,0.0611213773562,0.7106,0.0860137592967
1410,0,900,0.018,0.5787,0.0611213773562,0.5787,0.105618416029
1410,0,900,0.024,0.471,0.0611213773562,0.471,0.129769378676
1410,0,900,0.03,0.3829,0.0611213773562,0.3829,0.159627519865
1411,0,1000,0.0,1.0,0.00910961003512,1.0,0.00910961003512
1411,0,1000,0.006,0.7941,0.00910961003512,0.7941,0.0114716157098
1411,0,1000,0.012,0.6892,0.00910961003512,0.6892,0.0132176582053
1411,0,1000,0.018,0.5651,0.00910961003512,0.5651,0.0161203504426
1411,0,1000,0.024,0.4714,0.00910961003512,0.4714,0.0193245864131
1411,0,1000,0.03,0.3804,0.00910961003512,0.3804,0.0239474501449
1412,0,1200,0.0,1.0,0.00849151890192,1.0,0.00849151890192
1412,0,1200,0.006,0.8062,0.00849151890192,0.8062,0.0105327696625
1412,0,1200,0.012,0.6924,0.00849151890192,0.6924,0.0122638921172
1412,0,1200,0.018,0.5616,0.00849151890192,0.5616,0.015120225965
1412,0,1200,0.024,0.4469,0.00849151890192,0.4469,0.0190009373505
1412,0,1200,0.03,0.3926,0.00849151890192,0.3926,0.0216289325062
1413,0,1400,0.0,1.0,0.00871084538901,1.0,0.00871084538901
1413,0,1400,0.006,0.7874,0.00871084538901,0.7874,0.0110627957696
1413,0,1400,0.012,0.6679,0.00871084538901,0.6679,0.0130421401243
1413,0,1400,0.018,0.563,0.00871084538901,0.563,0.0154721942966
1413,0,1400,0.024,0.4641,0.00871084538901,0.4641,0.0187693285693
1413,0,1400,0.03,0.3915,0.00871084538901,0.3915,0.0222499243653
1414,0,1600,0.0,1.0,0.00938517974606,1.0,0.00938517974606
1414,0,1600,0.006,0.8285,0.00938517974606,0.8285,0.0113279176175
1414,0,1600,0.012,0.68,0.00938517974606,0.68,0.0138017349207
1414,0,1600,0.018,0.5635,0.00938517974606,0.5635,0.0166551548289
1414,0,1600,0.024,0.4497,0.00938517974606,0.4497,0.0208698682367
1414,0,1600,0.03,0.4015,0.00938517974606,0.4015,0.0233752920201
1415,0,2000,0.0,1.0,0.0073525688711,1.0,0.0073525688711
1415,0,2000,0.006,0.8024,0.0073525688711,0.8024,0.00916322142461
1415,0,2000,0.012,0.6893,0.0073525688711,0.6893,0.010666718223
1415,0,2000,0.018,0.5825,0.0073525688711,0.5825,0.0126224358302
1415,0,2000,0.024,0.4669,0.0073525688711,0.4669,0.0157476309083
1415,0,2000,0.03,0.3952,0.0073525688711,0.3952,0.0186046783176
1416,0,2500,0.0,1.0,0.00911580507854,1.0,0.00911580507854
1416,0,2500,0.006,0.8111,0.00911580507854,0.8111,0.0112388177519
1416,0,2500,0.012,0.6889,0.00911580507854,0.6889,0.0132324068494
1416,0,2500,0.018,0.5757,0.00911580507854,0.5757,0.0158342975135
1416,0,2500,0.024,0.4677,0.00911580507854,0.4677,0.0194907100247
1416,0,2500,0.03,0.3973,0.00911580507854,0.3973,0.0229443873107
1417,0,3000,0.0,1.0,0.0101195086054,1.0,0.0101195086054
1417,0,3000,0.006,0.8039,0.0101195086054,0.8039,0.0125880191633
1417,0,3000,0.012,0.6949,0.0101195086054,0.6949,0.014562539366
1417,0,3000,0.018,0.5809,0.0101195086054,0.5809,0.0174203969795
1417,0,3000,0.024,0.4631,0.0101195086054,0.4631,0.0218516704932
1417,0,3000,0.03,0.399,0.0101195086054,0.399,0.0253621769559
1418,-50,200,0.0,1.0,0.00876245999735,1.0,0.00876245999735
1418,-50,200,0.006,0.7786,0.00876245999735,0.7786,0.0112541227811
1418,-50,200,0.012,0.6651,0.00876245999735,0.6651,0.0131746504245
1418,-50,200,0.018,0.553,0.00876245999735,0.553,0.0158453164509
1418,-50,200,0.024,0.4308,0.00876245999735,0.4308,0.0203399721387
1418,-50,200,0.03,0.3737,0.00876245999735,0.3737,0.0234478458586
1419,-100,200,0.0,1.0,0.00725920822866,1.0,0.00725920822866
1419,-100,200,0.006,0.8338,0.00725920822866,0.8338,0.00870617441672
1419,-100,200,0.012,0.6946,0.00725920822866,0.6946,0.0104509188435
1419,-100,200,0.018,0.5982,0.00725920822866,0.5982,0.012135085638
1419,-100,200,0.024,0.4915,0.00725920822866,0.4915,0.014769497922
1419,-100,200,0.03,0.4195,0.00725920822866,0.4195,0.0173044296273
1420,-150,200,0.0,1.0,0.00972146019216,1.0,0.00972146019216
1420,-150,200,0.006,0.847,0.00972146019216,0.847,0.011477520888
1420,-150,200,0.012,0.7523,0.00972146019216,0.7523,0.0129223184795
1420,-150,200,0.018,0.6592,0.00972146019216,0.6592,0.0147473607284
1420,-150,200,0.024,0.5485,0.00972146019216,0.5485,0.0177237195846
1420,-150,200,0.03,0.4975,0.00972146019216,0.4975,0.0195406235018
1421,-200,200,0.0,1.0,0.00742719164469,1.0,0.00742719164469
1421,-200,200,0.006,0.8596,0.00742719164469,0.8596,0.00864028809294
1421,-200,200,0.012,0.7958,0.00742719164469,0.7958,0.0093329877415
1421,-200,200,0.018,0.7188,0.00742719164469,0.7188,0.0103327652263
1421,-200,200,0.024,0.6153,0.00742719164469,0.6153,0.012070846164
1421,-200,200,0.03,0.5696,0.00742719164469,0.5696,0.013039311174
1422,-220,200,0.0,1.0,0.00816326603315,1.0,0.00816326603315
1422,-220,200,0.006,0.8683,0.00816326603315,0.8683,0.00940143502609
1422,-220,200,0.012,0.8047,0.00816326603315,0.8047,0.0101444836997
1422,-220,200,0.018,0.7259,0.00816326603315,0.7259,0.0112457170866
1422,-220,200,0.024,0.6387,0.00816326603315,0.6387,0.0127810647145
